row_id,id,survey,q1,q29,q7,q60_1,q60_2,q60_3,q60_4,q25new,ideo5,dem_rep_oth,agegood,female,race_new,race_newF,faminc_new,educ,trust_in_science,covid_know,covid_subj_know,relig_scale,faminc_new.NA,faminc_new_Imp,covid_subj_know.NA,covid_subj_know_Imp,covid_know.NA,covid_know_Imp,ideo5.NA,ideo5_Imp,percdist,q60_1_rank,q60_2_rank,q60_3_rank,q60_4_rank,q25new_rank,avg_perc_rank,covmh,ps,orig_id,bm,match_id,rankperc,grp,q100,q22,q59_1,q60_1a,q60_2a,q60_3a,q60_4a,bmF,q1_c,q60_1a_c,q60_2a_c,q60_3a_c,q60_4a_c,q60_1a_rank,q60_2a_rank,q60_3a_rank,q60_4a_rank,q100_rank,q25_new_rank,q1_rank,q22_rank,q59_1_rank,q59_1_rank_inv
5693,5693,7,2,1,1,2,2,3,3,2,5,2,67,0,1,1,NA,4,4,0.875,NA,0,1,6.090805254140491,1,3.444,0,0.875,0,5,2.0295276287577324,359.5,277,445.5,312.5,583,348.625,12.85402751967456,1015.7443443268493,1268582035,341,1334,0,0,NA,15,5,1,1,2,2,341,-1,-1.5,-1,-0.5,-1.5,0,0,0,0,1,0.5,0,1,1,0
5619,5619,7,5,6,5,4,3,2,4,5,1,1,30,1,1,1,5,6,5,0.75,NA,0.26100681640406753,0,5,1,3.444,0,0.75,0,1,6.568371587335801,958,603,170.5,819,1636,637.625,8.314322443236575,1271.7425204121853,1270016285,342,1261,0,1,NA,10,2,3,2,1,3,342,0,-0.5,-1,-1.5,-0.5,0,0,0,0,0,1,0.5,1,0.5,0.5
5680,5680,7,5,6,5,5,5,5,5,2,3,1,34,1,1,1,NA,5,5,0.875,NA,0.32271762208067944,1,6.090805254140491,1,3.444,0,0.875,0,3,0.5703278752726465,1281.5,1478,1460.5,1441.5,583,1415.375,12.008200682552232,1174.8537081345755,1269057393,342,1321,1,0,NA,7,2,4,4,4,4,342,0,0.5,1,1.5,0.5,1,1,1,1,1,0,0.5,0,0.5,0.5
5620,5620,7,1,4,4,2,2,2,4,2,4,2,59,1,3,3,NA,2,4,0.75,NA,0.06377807576265504,1,6.090805254140491,1,3.444,0,0.75,0,4,4.897413362903635,359.5,277,170.5,819,583,406.5,10.806190242756646,959.2952754369376,1271134251,343,1262,0,1,NA,25,4,1,1,1,3,343,-0.5,0,-1,-1.5,-0.5,0.5,0,0,0,0,0.5,0,0,0.5,0.5
5647,5647,7,2,3,1,2,4,5,5,2,4,2,67,1,3,3,7,2,4,0.75,NA,0.08797072298580848,0,7,1,3.444,0,0.75,0,4,4.970653193232578,359.5,1027.5,1460.5,1441.5,583,1072.25,5.9066301915958785,961.5966946642275,1269748779,343,1288,1,0,NA,38,4,1,3,4,4,343,0.5,0,1,1.5,0.5,0.5,1,1,1,1,0.5,1,1,0.5,0.5
5628,5628,7,5,6,4,4,4,3,4,2,3,3,50,1,1,1,6,3,4,0.75,NA,0.23273550117331546,0,6,1,3.444,0,0.75,0,3,2.332205920021916,958,1027.5,445.5,819,583,812.5,0.8023963475716223,999.002870228541,1270041139,344,1270,0,1,NA,0,4,3,3,2,3,344,1,0,-0.5,-1,-0.5,0.5,0,0,0,0,0,1,0,1,0
5704,5704,7,3,4,2,4,5,5,5,4,3,3,52,1,1,1,4,4,4,0.75,NA,0.22144932394680972,0,4,1,3.444,0,0.75,0,3,1.3828259992117662,958,1478,1460.5,1441.5,1378,1334.5,1.6361035856513926,1034.616386944439,1269062805,344,1345,1,0,NA,13,3,3,4,4,4,344,-1,0,0.5,1,0.5,0.5,1,1,1,1,1,0,1,0,1
5630,5630,7,4,5,3,6,4,4,5,6,3,3,31,1,1,1,4,6,4,0.875,NA,0.536149290423511,0,4,1,3.444,0,0.875,0,3,3.718451199160686,1625.5,1027.5,926,1441.5,1803,1255.125,9.303056029627342,1079.026625226295,1269078955,345,1272,1,1,NA,2,1,5,3,3,4,345,0,1,1,0,0.5,1,1,0.5,1,0,1,0.5,0,0,1
5683,5683,7,4,5,3,4,2,4,4,4,2,3,26,1,1,1,1,5,4,1,NA,0.536149290423511,0,1,1,3.444,0,1,0,2,5.180938028118437,958,277,926,819,1378,745,11.358441146389978,869.2350397362883,1269078329,345,1324,0,0,NA,35,3,3,1,3,3,345,0,-1,-1,0,-0.5,0,0,0.5,0,1,0,0.5,1,1,0
5641,5641,7,5,6,4,7,6,5,5,2,3,2,75,1,1,1,8,5,4,0.625,NA,0.04696055425187171,0,8,1,3.444,0,0.625,0,3,3.4172877035205484,1913,1790,1460.5,1441.5,583,1651.25,7.574682893885391,1082.4138372458983,1268374601,346,1282,1,1,NA,4,3,6,5,4,4,346,1,1.5,1,0,0,1,1,0.5,0.5,0,0,1,1,0.5,0.5
5723,5723,7,3,2,1,4,4,5,5,4,4,2,81,1,1,1,10,5,4,0.5,NA,0.09523410436920325,0,10,1,3.444,0,0.5,0,4,1.160989735928448,958,1027.5,1460.5,1441.5,1378,1221.875,9.95676986937298,1009.9439806225957,1269074699,346,1364,0,0,NA,1,3,3,3,4,4,346,-1,-1.5,-1,0,0,0,0,0.5,0.5,1,1,0,0,0.5,0.5
5642,5642,7,3,2,3,2,2,2,3,2,4,2,71,1,1,1,NA,2,4,0.75,NA,0.30520169851380047,1,6.090805254140491,1,3.444,0,0.75,0,4,2.479100016972839,359.5,277,170.5,312.5,583,279.875,11.306144402886183,962.1248914663664,1269179427,347,1283,0,1,NA,14,3,1,1,1,2,347,0,0,-0.5,-0.5,0,0.5,0,0,0.5,0,0.5,0.5,0,0,1
5787,5787,7,3,5,1,2,3,3,3,2,4,2,71,1,1,1,4,2,4,0.75,NA,0.07053860766566097,0,4,1,3.444,0,0.75,0,4,1.9533068509020854,359.5,603,445.5,312.5,583,430.125,5.3714319776656865,983.6011077887906,1269955515,347,1427,1,0,NA,18,4,1,2,2,2,347,0,0,0.5,0.5,0,0.5,1,1,0.5,1,0.5,0.5,1,1,0
5656,5656,7,5,6,5,6,5,5,5,2,4,2,77,1,1,1,3,2,3,0.625,NA,0.1147334897753939,0,3,1,3.444,0,0.625,0,4,1.186276799960554,1625.5,1478,1460.5,1441.5,583,1501.375,7.387867205654787,825.0644985882122,1267985049,348,1297,1,1,NA,20,3,5,4,4,4,348,2,2,1.5,0.5,0.5,1,1,1,1,0,1,1,1,0,1
5825,5825,7,1,3,1,2,2,4,4,1,4,2,78,1,1,1,4,2,3,0.75,NA,0.0227679070287183,0,4,1,3.444,0,0.75,0,4,4.142350281116031,359.5,277,926,819,120,595.375,7.050124415688397,894.4955511192361,1269917947,348,1464,0,0,NA,18,4,1,1,3,3,348,-2,-2,-1.5,-0.5,-0.5,0,0,0,0,1,0,0,0,1,0
5659,5659,7,5,4,1,5,4,4,5,2,3,3,70,0,3,3,8,3,4,0.875,NA,0.35003911051514136,0,8,1,3.444,0,0.875,0,3,1.7060736663250933,1281.5,1027.5,926,1441.5,583,1169.125,4.636946626768317,1021.3357305582018,1268747087,349,1300,1,1,NA,1,2,4,3,3,4,349,1,1.5,1,0.5,1,1,1,1,1,0,0,1,0,0,1
5764,5764,7,3,6,2,2,2,3,3,3,2,3,66,0,3,3,10,3,4,1,NA,0.536149290423511,0,10,1,3.444,0,1,0,2,2.0295276287577324,359.5,277,445.5,312.5,1060,348.625,9.194418026924643,983.8256277601198,1268785755,349,1405,0,0,NA,50,4,1,1,2,2,349,-1,-1.5,-1,-0.5,-1,0,0,0,0,1,1,0,1,1,0
5665,5665,7,3,5,3,2,2,2,3,2,6,3,28,1,1,1,5,3,4,0.625,NA,0.0227679070287183,0,5,1,3.444,0,0.625,0,6,2.479100016972839,359.5,277,170.5,312.5,583,279.875,8.460561594004975,964.0383059237554,1269172663,350,1306,0,1,NA,4,5,1,1,1,2,350,-0.5,-0.5,-0.5,-1,-0.5,0,0,0,0,0,0.5,0,0,0.5,0.5
5712,5712,7,4,5,3,3,3,4,4,2,4,3,23,1,1,1,2,4,4,0.75,NA,0.11266621968935078,0,2,1,3.444,0,0.75,0,4,0.9044388013730235,669,603,926,819,583,754.25,7.890398536739084,943.3821138181002,1269061431,350,1353,1,0,NA,33,5,2,2,3,3,350,0.5,0.5,0.5,1,0.5,1,1,1,1,1,0.5,1,1,0.5,0.5
5673,5673,7,5,4,2,6,2,2,4,2,2,1,40,1,1,1,10,6,5,1,NA,0.2529053525533579,0,10,1,3.444,0,1,0,2,15.457110170777263,1625.5,277,170.5,819,583,723,6.4735746440833575,1170.3254329222493,1269087277,351,1314,0,1,NA,50,5,5,1,1,3,351,0,0.5,-1.5,-1,0,1,0,0,0.5,0,0,0.5,1,1,0
5694,5694,7,5,5,4,5,5,4,4,5,2,1,33,1,1,1,11,6,5,0.875,NA,0.3669125041904123,0,11,1,3.444,0,0.875,0,2,1.7593038933361085,1281.5,1478,926,819,1636,1126.125,6.295955840712633,1282.181604348068,1270013135,351,1335,1,0,NA,3,3,4,4,3,3,351,0,-0.5,1.5,1,0,0,1,1,0.5,1,1,0.5,0,0,1
5690,5690,7,4,6,3,4,5,4,3,2,4,2,66,1,1,1,8,6,4,0.75,NA,0.04696055425187171,0,8,1,3.444,0,0.75,0,4,4.75580678087282,958,1478,926,312.5,583,918.625,6.154704882087804,1107.1988028138812,1268325305,352,1331,1,1,NA,36,4,3,4,3,2,352,1,1,1.5,1,0.5,1,1,1,1,0,0.5,1,1,0.5,0.5
5744,5744,7,2,4,3,2,2,2,2,2,4,2,63,1,1,1,11,6,4,0.875,NA,0.208710470443625,0,11,1,3.444,0,0.875,0,4,3.3345335516142525,359.5,277,170.5,118,583,231.25,6.7620606460643335,1105.668615585123,1269188951,352,1385,0,0,NA,1,4,1,1,1,1,352,-1,-1,-1.5,-1,-0.5,0,0,0,0,1,0.5,0,0,0.5,0.5
5742,5742,7,1,1,1,1,2,2,2,1,5,2,55,0,1,1,1,2,1,0.75,NA,0.25497262263940107,0,1,1,3.444,0,0.75,0,5,4.3110069196574425,76,277,170.5,118,120,160.375,6.655422084505812,546.4630722326767,1268955829,353,1383,0,1,NA,0,5,0,1,1,1,353,-1,0,0,-0.5,-1,0.5,0.5,0,0,0,0.5,0,0,1,0
5807,5807,7,3,1,5,1,2,3,4,1,6,2,54,0,1,1,1,2,1,0.5,NA,0.43468543971393453,0,1,1,3.444,0,0.5,0,6,3.6082452604629367,76,277,445.5,819,120,404.375,10.285004115186275,512.8622796569306,1270391383,353,1447,1,0,NA,1,4,0,1,2,3,353,1,0,0,0.5,1,0.5,0.5,1,1,1,0.5,1,1,0,1
5774,5774,7,3,4,1,5,3,4,5,5,5,2,54,0,1,1,3,2,4,0.75,NA,0.06377807576265504,0,3,1,3.444,0,0.75,0,5,3.979702585460054,1281.5,603,926,1441.5,1636,1063,5.01295092899886,910.7657042398416,1267998531,354,1414,1,1,NA,25,4,4,2,3,4,354,-1,0.5,-0.5,0,1,1,0,0.5,1,0,1,0,1,1,0
5819,5819,7,5,5,2,4,4,4,3,3,4,2,52,0,1,1,4,2,4,0.75,NA,0.28922225947033187,0,4,1,3.444,0,0.75,0,4,2.371783709348446,958,1027.5,926,312.5,1060,806,2.6982271517457406,922.7252239210205,1269043739,354,1458,0,0,NA,11,2,3,3,3,2,354,1,-0.5,0.5,0,-1,0,1,0.5,0,1,0,1,0,0,1
5792,5792,7,4,5,2,3,3,4,5,2,2,1,27,1,3,3,4,3,5,0.875,NA,0.208710470443625,0,4,1,3.444,0,0.875,0,2,2.1396147292147574,669,603,926,1441.5,583,909.875,6.931910738395986,1174.6508192049514,1269240087,355,1432,1,1,NA,1,2,2,2,3,4,355,1.5,0,0,0,0.5,0.5,0.5,0.5,1,0,0,1,0,0,1
5844,5844,7,1,4,5,3,3,4,4,4,3,1,33,1,3,3,7,4,5,0.75,NA,0.32271762208067944,0,7,1,3.444,0,0.75,0,3,0.9044388013730235,669,603,926,819,1378,754.25,3.7139065886593836,1161.8063164086711,1269097347,355,1483,0,0,NA,5,5,2,2,3,3,355,-1.5,0,0,0,-0.5,0.5,0.5,0.5,0,1,1,0,1,1,0
5803,5803,7,3,3,5,2,4,5,5,2,4,2,67,1,3,3,9,3,4,0.75,NA,0.0227679070287183,0,9,1,3.444,0,0.75,0,4,4.970653193232578,359.5,1027.5,1460.5,1441.5,583,1072.25,5.496414067129894,1017.6584388493964,1268973893,356,1443,1,1,NA,40,4,1,3,4,4,356,0,0.5,1,1.5,0.5,1,1,1,1,0,0.5,0.5,1,1,0
