caseid,caseid_13,caseid_14,caseid_15,brow13_participant,brow14_participant,brow15_participant,weight_RI,q60_treat,q115_treat,q1,q4_1,q4_2,q4_3,q4_4,q4_5,q4_6,q113,q114_1,q114_2,q114_3,q114_4,q114_5,q114_6,q6,q7,q100,q8,q101,q9,q102,q10,q103,q103_free_response,q14,q14_t,q116,q104,q104_free_response,q105,q106,q56_1,q56_2,q56_3,q56_4,q56_5,q56_6,q56_7,q56_8,q56_9,q56_10,q56_11,q56_12,q56_13,q107,q108,q23_1,q23_2,q23_3,q23_4,q23_5,q23_11,q23_7,q23_8,q23_9,q23_12,q23_10,q23_follow_up,q25,q26,q18,q58_1,q58_2,q58_3,q58_4,q58_5,q58_6,q58_7,q58_8,q59_1,q59_2,q59_3,q59_4,q59_5,q59_6,q60_1,q60_2,q60_3,q60_4,q61,q20,q53,q21,q22,q109,q110,q111,q112,q29,q29_why_not,q30,q32,q33,q36,q46,q115_family,q115_community,genhealth,insurtype_multiple_1,insurtype_multiple_2,insurtype_multiple_3,insurtype_multiple_4,insurtype_multiple_5,insurtype_multiple_99,pp_smoke100,birthyr,gender_client,race,educ,marstat,employ,faminc_new,pid3,pid7,presvote16post,turnout20post,presvote20post,inputzip,county_RI,inputstate,votereg,ideo5,newsint,religpew,pew_churatd,pew_bornagain,pew_religimp,pew_prayer,starttime,endtime,both
1303237617, , , ,2,2,2,.516811023789896,1,1,4,1,1,2,2,1,2,3,1,1,1,2,2,2,4,3,3,5,3,4,3,3,2,Because of COVID,15,__NA__,2,2,Was injured at work,3,2,2,2,2,1,1,2,2,2,2,1,2,2,2,3,3,4,4,2,2,3,3,2,2,2,3,2,__NA__,3,1,4,4,4,4,4,4,4,4,4,3,4,3,3,3,3,3,3,4,4,1,4,-8,46,33,1,3,16,19,5,__NA__,2,2,9,2,2,2,9,2,2,2,2,2,1,2,2,1974,1,1,3,1,9,5,1,2,1,1,1,2888,3,44,1,3,3,1,4,2,3,6,12/17/2020 1:56:38,12/17/2020 2:22:01, 
1303246963, , , ,2,2,2,.538343883808022,2,2,3,2,2,2,2,2,1,2,2,2,2,2,2,1,5,3,2,5,3,4,3,1,2,Because not safe,21,Retired,2,2,Don't work,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,5,5,5,5,1,1,5,4,1,2,1,3,1,__NA__,6,2,5,2,4,4,3,4,4,3,3,4,3,3,4,3,2,6,6,6,6,3,6,300000,51,99,2,2,75,75,6,__NA__,6,2,9,1,2,9,2,4,2,1,2,2,2,2,1,1960,2,1,2,3,5,2,1,2,1,1,1,2914,7,44,1,4,2,11,5,2,3,6,12/17/2020 2:14:31,12/17/2020 2:27:30, 
1303242811, , , ,2,2,2,1.87097857962607,1,2,3,2,2,2,2,2,1,2,2,2,2,2,2,1,5,1,1,5,5,5,5,1,4,No reason in particular,1,__NA__,9,9,__NA__,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,4,3,3,3,3,3,3,3,3,3,3,3,__NA__,7,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,1,7,200000,66,50,2,2,46,52,5,__NA__,2,2,9,1,2,9,2,3,2,2,2,2,1,2,2,1995,1,1,2,5,4,1,3,3,7,2,6,2888,3,44,1,3,1,11,5,2,4,7,12/17/2020 2:06:55,12/17/2020 2:29:40, 
1303246919, , , ,2,2,2,3.62506963600148,2,1,3,2,2,2,2,1,2,3,2,1,2,2,2,2,5,5,5,5,5,5,5,2,2,Don't want to get thr viruse,21,Ssi,2,2, ,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,5,5,5,5,1,1,3,3,3,3,2,4,4,__NA__,5,2,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,7,3,2,5,2,5,2000000,67,5,1,2,18,20,2,__NA__,4,2,9,2,2,2,9,3,2,2,2,2,1,2,1,1984,1,1,1,5,9,1,1,2,7,2,6,2860,7,44,1,3,3,12,5,2,2,6,12/17/2020 2:13:58,12/17/2020 2:31:44, 
1303262683, , , ,2,2,2,.177302952741577,1,2,4,2,1,2,2,1,2,3,2,2,1,1,2,2,5,3,3,5,1,5,4,3,2,Executive orders in RI,21,IT,1,9,__NA__,2,1,2,2,2,2,1,1,2,2,2,1,2,2,2,3,5,5,4,1,1,5,3,2,3,4,2,1,__NA__,4,1,4,3,4,4,4,4,4,2,4,4,4,2,3,2,4,6,4,4,5,2,5,250000,5,26,1,2,5,51,5,__NA__,2,2,9,1,2,9,2,3,1,2,2,2,2,2,2,1987,1,1,5,5,1,10,3,4,3,1,3,2886,3,44,1,3,1,1,5,2,4,7,12/17/2020 2:22:33,12/17/2020 2:33:16, 
1303262281, , , ,2,2,2,2.1311164949817,2,1,1,2,2,2,2,2,1,3,2,2,2,2,2,1,5,5,5,5,5,5,5,1,2,covid,21,homenaker,2,2,homemaker,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,4,3,2,2,3,2,2,4,2,3,3,__NA__,4,1,2,3,3,3,3,3,3,3,3,4,4,4,3,4,3,4,4,4,4,5,6,300000,36,50,2,3,75,90,2,__NA__,1,2,9,2,2,2,9,2,2,2,2,2,1,2,2,1957,2,1,2,1,4,2,3,4,2,1,2,2895,7,44,1,4,2,2,1,2,1,1,12/17/2020 2:21:49,12/17/2020 2:37:03, 
1303266235, , , ,2,2,2,.451355713208062,1,1,5,2,2,2,2,2,1,2,2,1,1,2,1,2,5,5,4,5,5,4,5,3,4,Safety reasons,1,__NA__,9,9,__NA__,4,3,2,2,1,1,2,2,2,2,2,2,2,1,2,5,4,4,4,5,4,4,4,5,5,4,4,4,Be positive,7,2,5,5,4,4,5,5,5,4,5,5,5,4,4,4,5,6,5,5,6,1,6,2000000,51,49,2,3,73,79,5,__NA__,6,1,5,1,2,1,9,1,2,1,1,2,1,2,1,1956,1,1,5,5,5,6,1,1,1,1,1,2905,7,44,1,1,1,11,6,2,3,2,12/17/2020 2:27:31,12/17/2020 2:38:11, 
1302232363,1178761153,1241182829,1264613217,1,1,1,7.00419951068921,1,1,5,2,2,2,2,2,1,2,2,2,2,2,2,1,5,5,4,5,5,5,2,3,4,"No indoor dining, Take out always since January",1,__NA__,9,9,__NA__,4,3,1,1,2,2,2,2,2,2,1,2,2,2,2,4,5,4,3,3,1,5,2,5,4,1,2,1,__NA__,7,1,4,4,4,4,4,4,4,5,5,3,4,3,5,1,2,7,6,6,6,1,2,310000,68,100,2,2,63,14,5,__NA__,2,1,5,1,2,1,9,2,2,1,2,2,2,2,2,1989,1,5,4,1,5,4,3,3,1,1,1,2861,7,44,1,3,1,2,2,2,2,2,12/17/2020 1:27:24,12/17/2020 2:39:19,1
1299973267, , , ,2,2,2,7.00419951068921,1,2,3,2,2,2,2,2,1,3,2,2,2,2,2,1,5,5,5,5,5,5,3,3,2,Not comfortable,18,__NA__,2,3,Have to,4,2,2,1,2,2,1,2,2,2,2,1,2,2,2,3,5,4,4,3,3,4,3,4,4,3,3,2,__NA__,2,2,4,4,4,4,3,3,3,3,5,4,3,3,2,2,2,5,5,5,5,1,2,300000,7,5,2,2,26,5,3,__NA__,1,2,9,1,2,9,2,4,1,2,2,2,2,2,1,1966,1,1,2,1,1,10,3,5,2,1,2,2861,7,44,1,5,2,1,6,1,2,3,12/17/2020 2:17:28,12/17/2020 2:40:47, 
1303267203, , , ,2,2,2,.829497182092552,1,1,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,4,2,3,4,4,5,4,2, ,2,__NA__,2,2,I have covid,2,3,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,4,4,1,1,3,5,4,3,1,3,1,__NA__,7,1,2,2,3,4,3,3,4,2,4,3,3,3,2,3,1,3,2,6,6,2,2,352685,51,69,2,2,64,61,2,__NA__,3,2,9,1,1,1,9,3,2,2,2,2,1,2,2,1992,2,1,4,6,1,3,5,4,1,2,6,2895,7,44,1,4,2,3,3,1,2,5,12/17/2020 2:40:29,12/17/2020 2:45:34, 
1303272653, , , ,2,2,2,.393772188452656,2,2,4,2,2,2,2,2,1,3,2,2,2,2,2,1,5,5,5,5,5,5,4,1,4,Because of covid,1,__NA__,9,9,__NA__,4,3,2,2,2,2,2,2,2,2,2,2,2,2,1,4,4,5,5,1,1,5,1,1,3,1,1,1,__NA__,2,1,4,4,4,4,3,3,2,1,1,5,4,4,2,2,2,6,5,6,4,1,2,300000,37,99,2,2,95,72,6,__NA__,4,1,5,1,2,9,2,4,1,2,2,2,2,2,2,1977,2,1,3,1,7,8,3,4,2,1,3,2838,7,44,1,2,2,12,6,2,4,3,12/17/2020 2:45:11,12/17/2020 2:57:32, 
1303267117, , , ,2,2,2,.325341233933081,2,2,5,2,2,2,2,1,2,3,2,2,1,2,2,2,5,4,4,5,4,4,3,2,4,"I'm not ready to go to places like that, I think I'll feel better when the vaccine is more available",1,__NA__,9,9,__NA__,2,3,2,2,2,2,1,2,1,2,1,2,2,2,2,3,5,5,3,1,1,4,4,1,2,1,4,1,__NA__,6,2,4,5,5,5,4,4,4,5,5,3,1,1,1,1,3,6,5,6,6,2,7,200000,57,18,1,2,3,19,6,__NA__,4,1,5,1,2,9,1,2,1,2,2,2,2,2,2,1984,2,1,3,1,7,6,3,5,3,1,1,2893,3,44,1,3,2,1,1,1,1,1,12/17/2020 2:39:24,12/17/2020 3:04:13, 
1303290349, , , ,2,2,2,.653161861373283,2,1,5,2,2,2,2,1,2,3,2,2,1,1,2,2,5,3,2,5,2,5,4,3,4,We’re experiencing an uptick in covid in my state. I don’t want to risk it,21,Legal,1,9,__NA__,2,3,1,2,2,2,1,1,2,2,2,2,2,2,2,4,4,5,3,1,2,4,4,2,3,1,3,2,__NA__,6,2,5,5,5,5,3,4,4,5,4,2,2,3,2,2,2,6,5,5,5,2,7,-8,13,12,2,2,5,3,6,__NA__,6,2,9,2,2,2,9,2,1,2,2,2,2,2,1,1980,2,1,6,5,1,7,1,2,1,1,1,2906,7,44,1,1,1,1,3,2,1,5,12/17/2020 3:00:30,12/17/2020 3:16:16, 
1303266189, , , ,2,2,2,.738103292495055,1,1,3,2,2,2,2,2,1,3,2,1,1,1,2,2,5,5,3,5,5,5,4,3,2,BECAUSE OF THIS VIRUS!,21,LEGAL,1,9,__NA__,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,5,4,4,3,2,2,4,3,1,1,3,3,2,__NA__,5,2,4,3,4,4,4,4,4,4,4,4,3,3,2,2,3,2,1,4,4,1,6,168000,32,7,2,3,41,48,6,__NA__,4,2,9,2,2,2,9,3,2,1,2,2,2,2,1,1973,1,1,5,6,9,4,2,7,2,1,2,2904,7,44,1,4,1,2,3,2,1,1,12/17/2020 2:27:05,12/17/2020 3:23:46, 
1302732175, ,1241703715,1263697619,2,1,1,.465575030190163,1,1,5,2,2,2,2,2,1,3,2,2,2,2,2,1,4,3,3,5,3,4,4,2,2,because of the virus,1,__NA__,9,9,__NA__,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,4,5,5,4,2,2,4,4,2,4,3,3,1,__NA__,5,2,4,4,4,4,4,4,4,3,3,3,2,2,2,2,2,5,5,5,5,1,7,25,100,24,2,3,25,40,4,__NA__,2,1,4,2,2,2,9,2,2,2,2,1,2,2,2,1960,2,1,5,1,4,97,2,6,4,1,2,2842,5,44,1,3,3,1,2,1,1,2,12/17/2020 3:11:56,12/17/2020 3:54:37,1
1303320403, , , ,2,2,2,.738103292495055,2,2,5,2,2,2,2,2,1,3,2,2,2,2,2,1,5,3,3,5,4,5,5,2,2,I fear getting the virus.,21,Finance,1,9,__NA__,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,4,5,4,4,3,2,3,4,3,3,3,4,3,__NA__,6,2,4,4,4,4,4,4,5,5,5,3,2,3,3,2,3,6,5,5,5,1,7,280000,3,0,2,2,0,10,5,__NA__,2,2,9,2,2,9,2,2,2,2,2,2,1,2,2,1960,1,1,5,5,2,3,2,7,2,1,2,2861,7,44,1,5,1,2,1,2,1,1,12/17/2020 3:46:07,12/17/2020 3:56:33, 
1303340897, , , ,2,2,2,1.40554585449856,2,1,5,2,2,2,2,2,1,3,2,2,2,2,2,1,5,5,5,5,5,5,4,1,4,Covid-19,21,I've been laid off,2,2,"I've been laid off from my job - thus, I'm not working",4,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,5,5,5,1,1,5,4,1,1,1,4,1,__NA__,7,1,5,4,4,4,3,3,3,1,1,2,2,2,2,1,2,7,6,6,6,1,6,300000,30,10,2,2,4,3,6,__NA__,5,2,9,2,2,2,9,4,2,2,2,1,2,2,2,1960,1,1,6,1,4,4,1,1,1,1,1,2816,3,44,1,1,1,1,4,2,3,6,12/17/2020 4:03:02,12/17/2020 4:14:36, 
1303361505, , , ,2,2,2,2.51808242525731,2,1,3,2,2,2,2,2,1,4,9,9,9,9,9,9,5,2,3,5,5,4,4,3,4,Covid,21,IT,1,9,__NA__,4,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,4,3,2,3,2,4,3,3,4,2,3,__NA__,6,1,3,3,4,3,3,2,3,3,4,3,3,4,2,3,3,2,5,4,5,3,2,250000,55,61,2,3,52,48,3,__NA__,4,2,9,1,2,2,9,3,1,2,2,2,2,2,2,1991,1,4,5,1,1,8,3,4,7,2,6,2864,7,44,2,3,3,11,6,2,4,7,12/17/2020 4:22:34,12/17/2020 4:33:18, 
1303366999, , , ,2,2,2,.654035468152695,1,2,3,2,2,2,2,2,1,3,2,2,2,2,2,1,4,3,2,5,3,4,4,3,2,Safety,16,__NA__,2,3,In person learning,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,5,3,2,5,4,2,3,1,4,1,__NA__,4,3,3,4,4,4,3,3,4,3,3,4,3,3,3,2,3,5,5,5,5,1,6,100000,66,57,1,3,52,67,2,__NA__,3,2,9,2,2,9,2,2,1,2,2,2,2,2,2,1989,2,1,5,1,1,7,1,2,1,1,1,2888,3,44,1,2,2,9,6,2,4,7,12/17/2020 4:31:28,12/17/2020 4:41:29, 
1303383379, , , ,2,2,2,.108944116093304,1,2,3,2,2,2,2,2,1,2,2,2,2,2,2,1,5,5,5,5,5,5,4,5,2,Not dining in until the pandemic ends. Take out from small and local businesses is all for now,4,__NA__,2,2,Part time so fewer hours scheduled,4,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,3,4,3,1,4,2,4,1,3,3,2,2,__NA__,7,1,3,4,5,4,5,5,5,2,3,4,2,3,3,4,3,5,6,6,4,1,4,3000,10,24,4,2,50,25,6,__NA__,4,1,5,2,2,9,2,3,1,2,2,2,2,2,2,1974,2,1,5,2,2,12,3,4,3,1,3,2806,1,44,1,3,3,2,1,2,1,2,12/17/2020 4:49:49,12/17/2020 5:03:43, 
1303369003, , , ,2,2,2,.396306184569306,2,1,4,1,1,1,1,1,2,2,2,2,1,2,2,2,3,3,3,4,1,1,2,3,4, ,21,Students,1,9,__NA__,4,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,4,4,3,3,1,1,3,5,3,4,5,2,__NA__,7,2,4,3,3,3,2,3,3,3,4,2,4,3,1,5,3,2,1,1,1,3,2,2000,5,1,2,2,2,3,2,__NA__,3,1,5,2,1,1,9,2,2,2,2,2,2,1,2,1997,1,2,3,5,8,97,4,3,7,2,6,2909,5,44,1,5,7,2,7,1,1,7,12/17/2020 4:42:04,12/17/2020 5:14:36, 
1303392345, , , ,2,2,2,.45210648168653,1,2,5,1,1,2,1,1,2,3,2,2,1,1,2,2,5,2,2,5,1,5,4,2,2,Don't feel comfortable. I'm nervous about taking extra chances,1,__NA__,9,9,__NA__,4,3,2,2,2,1,1,2,2,2,2,2,2,2,2,4,4,5,4,1,2,5,4,2,4,1,4,1,__NA__,3,1,5,5,5,5,4,3,4,5,4,4,2,2,2,2,2,6,4,4,6,3,7,300000,18,12,2,2,10,3,5,__NA__,3,2,9,1,2,9,1,3,2,2,2,2,2,1,1,1962,1,1,3,1,3,5,1,1,1,1,1,2825,7,44,1,1,1,12,6,2,4,7,12/17/2020 5:04:35,12/17/2020 5:18:06, 
1303414003, , , ,2,2,2,1.90445357856447,1,1,5,2,2,2,2,2,1,3,2,2,2,2,2,1,5,5,4,5,5,5,4,2,2,Not worth it because not socializing with outside friends,16,__NA__,2,2,Schools alternate between distance learning and in school learning,2,3,2,1,2,2,1,1,2,2,2,2,2,2,2,4,5,4,4,1,1,2,4,2,2,1,3,1,__NA__,2,1,5,5,5,5,2,3,3,2,3,2,4,1,1,1,2,6,5,5,5,1,2,300000,17,52,2,2,17,10,6,__NA__,4,2,9,2,2,2,9,2,1,2,2,2,2,2,1,1970,1,1,6,4,1,10,3,5,1,1,2,2892,9,44,1,3,1,2,3,2,1,1,12/17/2020 5:18:01,12/17/2020 5:34:11, 
1303417399, , , ,2,2,2,.578284871218718,2,1,5,2,2,2,2,1,2,3,2,1,1,1,2,2,5,2,2,5,2,5,4,3,2,Because Covid-19 has gotten worse,21,Not working,2,2,Not working due to underlying conditions,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,3,4,3,4,3,2,4,4,3,4,1,3,1,__NA__,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,5,1,6,3130000,49,50,2,2,53,44,4,__NA__,4,2,9,1,2,2,9,3,2,2,2,2,1,2,1,1978,2,1,2,3,4,2,3,4,7,2,6,2893,3,44,2,2,7,11,6,2,4,7,12/17/2020 5:29:38,12/17/2020 5:41:42, 
1303191373, , , ,2,2,2,.483939638510535,1,2,5,2,2,2,2,2,1,4,9,9,9,9,9,9,5,4,5,5,4,5,5,1,4,Umm because of the pendamic,21,Mental health,2,1,Because I work in the community and I have to go out to see clients. That is why I don't socialize with friends and family.,4,3,1,2,2,2,1,1,2,2,2,2,2,2,2,4,5,5,5,1,1,3,4,1,5,5,1,4,__NA__,6,1,5,4,4,4,4,4,4,4,4,3,2,3,3,2,2,6,5,5,5,4,6,308000,66,49,2,2,49,52,6,__NA__,6,1,3,2,2,9,2,1,1,2,2,2,2,2,2,1984,2,2,5,5,1,97,1,2,7,1,5,2914,7,44,1,2,4,11,5,2,1,2,12/17/2020 5:18:52,12/17/2020 5:51:08, 
1303449423, , , ,2,2,2,.484130950989013,1,2,2,2,1,2,2,2,2,2,2,1,1,1,2,2,5,4,4,5,3,4,4,1,2,"COVID cases are getting higher, and worse. I’m taking precautions to keep my family safe.",9,__NA__,1,9,__NA__,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,3,3,2,2,4,1,4,3,1,5,1,3,1,"I’ve heard since they come from China it carries coronavirus on it, so there’s a possibility of catching it from the test. Even if you didn’t have it prior.",2,2,3,2,3,4,2,3,4,2,3,2,3,4,2,3,4,2,4,5,6,2,5,100000,40,0,3,1,50,50,1,I don’t need the test. I know I am not affected by it at all.,1,1,1,1,2,9,2,1,2,1,2,2,2,2,2,1999,2,3,5,1,9,16,3,4,7,2,6,2908,7,44,1,3,3,11,6,2,3,2,12/17/2020 5:55:12,12/17/2020 6:10:36, 
1303453751, , , ,2,2,2,.451355713208062,2,1,1,2,2,2,2,2,1,4,9,9,9,9,9,9,5,5,5,5,5,5,5,1,4,dont want to die,6,__NA__,1,9,__NA__,4,3,2,2,2,2,2,2,2,2,2,2,2,2,1,5,5,5,5,5,5,5,4,3,2,3,4,4,die,1,1,1,4,4,4,3,3,5,4,4,4,4,4,5,5,5,6,3,5,6,5,5,10000000,50,50,1,3,50,50,1,death,1,2,9,2,2,2,9,5,2,1,2,2,2,2,2,1967,1,1,5,5,1,6,1,1,1,1,1,2878,5,44,1,1,1,1,2,1,1,1,12/17/2020 6:01:03,12/17/2020 6:16:41, 
1303229615, , , ,2,2,2,3.847099223833,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1,5,5,5,5,5,5,4,1,2,Just to be safe,1,__NA__,9,9,__NA__,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,3,3,3,3,1,3,1,3,1,__NA__,4,1,3,4,3,3,3,3,3,3,3,4,4,4,4,4,3,1,3,3,2,3,7,300000,83,50,2,2,50,52,4,__NA__,3,1,3,2,2,1,9,3,2,1,2,2,2,2,2,1986,2,3,2,5,7,1,3,4,7,2,6,2906,7,44,1,6,3,11,6,2,3,7,12/17/2020 6:06:50,12/17/2020 6:27:46, 
1303719973, , , ,2,2,2,.70060422013517,2,1,5,2,1,2,2,2,2,3,2,2,2,2,2,1,5,1,3,5,2,4,4,4,3,i don’t go out to eat often with or without the pandemic,11,__NA__,2,1,short staffed,2,3,1,2,2,2,1,2,2,2,2,2,2,1,2,3,5,5,4,1,1,5,5,1,1,1,4,1,__NA__,2,2,2,4,4,4,4,4,4,3,3,3,2,2,1,1,2,4,4,5,6,5,4,308000,51,32,2,2,18,13,6,__NA__,1,2,9,2,1,2,9,2,1,2,2,2,2,2,2,2002,2,1,2,5,2,97,3,3,7,1,1,2919,7,44,1,3,3,2,5,2,3,4,12/17/2020 10:01:52,12/17/2020 10:17:17, 
1303752835, , , ,2,2,2,.157270233801836,1,1,4,2,2,2,2,2,1,3,2,2,2,2,2,1,5,4,4,5,4,5,4,1,2,too afraid,1,__NA__,9,9,__NA__,4,3,2,2,2,2,2,2,2,2,2,2,2,2,1,4,4,4,2,2,1,4,2,2,3,2,3,2,__NA__,4,2,4,4,4,4,3,4,4,4,4,4,3,4,4,2,2,5,4,5,4,1,7,1000000,49,29,2,2,80,91,4,__NA__,4,2,9,1,2,2,9,3,2,1,2,2,2,2,1,1951,2,1,2,4,5,4,1,2,4,1,3,2889,3,44,1,6,3,2,4,2,1,3,12/17/2020 10:32:17,12/17/2020 10:50:54, 
1303781307, , , ,2,2,2,.686371034265969,2,2,5,2,2,2,2,2,1,3,2,1,1,1,2,2,5,5,5,5,3,4,3,2,4,I haven't dined at an indoor restaurant since February because if COVID concerns,1,__NA__,9,9,__NA__,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,4,5,5,5,1,1,4,4,2,1,1,4,2,__NA__,2,1,4,5,5,5,2,4,4,4,4,4,1,3,2,2,2,6,6,5,5,1,2,300000,16,15,2,2,5,2,6,__NA__,2,1,4,1,2,9,2,2,1,2,2,2,2,2,2,1987,2,1,5,1,7,12,3,3,2,1,1,2852,9,44,1,3,3,9,6,2,4,7,12/17/2020 10:48:34,12/17/2020 11:00:21, 
1303431503,1179791225,1245792289,1270151917,1,1,1,.653161861373283,1,2,5,2,2,2,1,2,2,3,2,2,2,2,2,1,5,5,5,5,5,3,4,1,2,"I don’t eat indoors, read article about spread in restaurants",16,__NA__,2,2,State is on a pause,2,3,1,1,2,1,2,2,2,2,2,2,2,2,2,4,5,5,5,1,3,5,5,2,2,1,4,1,__NA__,4,2,5,4,4,4,4,4,4,4,4,3,2,2,3,3,4,6,6,5,5,1,2,2100,20,50,2,2,10,25,6,__NA__,5,1,5,2,2,9,1,1,1,2,2,2,2,2,2,1977,2,1,6,1,1,97,3,3,1,1,1,2818,3,44,1,3,1,2,3,2,2,3,12/17/2020 11:12:30,12/17/2020 11:26:42,1
1301303929,1179791151, , ,1,2,2,.712168649099393,2,1,3,2,2,2,2,1,2,3,2,1,1,2,2,2,5,4,3,5,2,5,4,1,2,I don't want to get sick. We do support small businesses by ordering take out.,1,__NA__,9,9,__NA__,2,3,1,2,2,1,2,2,2,2,2,2,2,2,2,3,3,5,5,1,1,5,2,3,5,3,3,1,__NA__,2,2,2,4,4,4,3,4,4,4,4,4,3,2,2,3,2,2,3,2,3,1,2,20000,25,17,1,3,16,26,2,__NA__,1,2,9,1,2,1,9,5,1,2,2,2,1,2,1,1967,2,1,2,1,6,9,2,7,7,1,2,2816,3,44,1,6,1,11,5,2,4,7,12/17/2020 11:08:14,12/17/2020 11:43:01, 
1303857345, , , ,2,2,2,.889603343433505,2,1,5,2,1,2,2,1,2,3,2,1,1,1,2,2,5,5,4,5,4,5,4,3,2,Covid-19,11,__NA__,2,3,Work as usual.,4,3,2,1,2,1,1,2,2,2,2,2,2,2,2,4,4,5,5,1,1,4,4,1,2,1,4,2,__NA__,4,1,5,5,5,5,5,5,5,5,5,3,2,2,3,2,2,6,6,6,6,2,7,300000,9,25,1,2,10,6,6,__NA__,4,2,9,2,2,2,9,2,1,2,2,2,2,2,1,1982,1,1,4,6,1,5,1,1,1,1,1,2809,1,44,1,3,1,2,5,2,2,6,12/17/2020 12:09:46,12/17/2020 12:22:02, 
1303330399,1179437019, , ,1,2,2,.38381615435278,1,1,5,2,2,2,2,2,1,4,9,9,9,9,9,9,5,5,5,5,4,5,4,1,4,COVID-19,15,__NA__,2,3,Required,4,3,1,2,2,2,2,2,2,2,2,2,2,2,2,4,5,5,4,1,1,4,4,1,4,1,3,2,__NA__,5,2,4,5,5,5,4,4,4,4,4,2,2,2,2,2,3,7,5,5,4,4,7,300000,9,40,2,2,6,1,6,__NA__,4,2,9,1,2,2,9,4,1,2,2,2,2,2,1,1956,1,1,3,1,1,10,1,1,7,1,1,2860,3,44,1,2,1,11,6,2,4,7,12/17/2020 12:13:56,12/17/2020 12:30:21, 
1303886673, , , ,2,2,2,.489536561562783,2,2,4,2,1,2,2,1,2,3,2,2,2,1,2,2,5,3,3,5,4,3,4,3,3,Because we’re safe,13,__NA__,2,3,There isn’t a work from home option for my job,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,3,3,4,5,3,4,3,5,3,4,4,3,4,__NA__,4,2,3,1,1,3,3,4,3,2,3,3,4,2,3,3,5,5,4,5,3,4,2,500000,73,43,2,2,59,55,3,__NA__,4,1,2,2,1,9,2,4,2,1,2,1,1,2,1,1999,2,1,3,6,2,8,2,6,7,1,1,2891,9,44,1,3,3,7,2,1,3,8,12/17/2020 12:40:51,12/17/2020 12:57:05, 
1303936963, , , ,2,2,2,.691427605290036,1,1,1,2,1,2,1,2,2,3,2,2,2,2,2,1,5,4,4,5,3,4,5,1,2,Too many restrictions,21,Finance,1,9,__NA__,2,1,2,2,2,2,1,1,2,2,2,1,2,2,2,2,3,4,3,3,1,5,3,2,3,4,3,1,__NA__,6,2,2,2,3,4,3,4,4,2,3,4,4,4,3,2,5,2,3,4,5,5,6,100000,59,48,3,2,48,24,3,__NA__,2,2,9,1,2,2,9,2,1,2,2,2,2,2,2,1995,2,1,5,5,1,9,3,4,1,2,6,2910,7,44,1,3,4,2,6,2,2,2,12/17/2020 13:15:54,12/17/2020 13:25:06, 
1303951509, , , ,2,2,2,.588282312028111,2,2,4,2,2,2,2,2,1,3,2,2,2,2,2,1,5,5,5,5,5,5,5,2,4,GETTING TAKE OUT ONLY,21,not for profit,2,3,I don't have the luxury from my boss to work from home,4,3,2,1,2,2,1,2,1,2,2,2,2,2,2,4,5,4,4,2,2,4,4,2,3,2,4,1,__NA__,4,1,1,4,4,4,4,4,4,4,4,2,2,2,2,2,2,4,4,4,4,1,7,307000,50,9,2,2,9,26,6,__NA__,4,1,5,2,2,9,2,2,1,2,2,2,2,2,2,1972,2,1,5,1,1,8,1,2,1,1,1,2916,7,44,1,2,2,2,6,2,4,6,12/17/2020 13:30:37,12/17/2020 13:44:27, 
1303944407, , , ,2,2,2,2.25610609769735,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,5,5,5,5,5,4,4,1,3,I did not go to restaurants prior to COVID and am not doing so now.,2,__NA__,1,9,__NA__,4,2,1,2,2,2,2,2,2,2,1,2,2,2,2,3,3,3,4,2,3,4,3,4,3,5,4,2,__NA__,3,3,4,3,3,3,3,4,3,2,2,4,4,3,4,2,4,3,2,2,3,1,7,220000,3,10,2,2,10,4,5,__NA__,2,2,9,1,2,2,9,3,1,2,2,2,2,2,2,1961,2,1,6,1,1,9,1,2,2,1,2,2896,7,44,1,4,1,2,5,2,1,1,12/17/2020 13:27:26,12/17/2020 13:45:22, 
