row_id,sample,outcome.x,q60_1,q60_2,q60_3,q60_4,q60_5,q60_6,q60_7,q25_new,ideo5,dem_rep_oth,age,female,race_new,faminc_new,educ,trust_in_govt,trust_in_science,covid_subj_know,relig_scale,faminc_new.NA,faminc_new_Imp,percdist,q60_1_rank,q60_2_rank,q60_3_rank,q60_4_rank,q60_5_rank,q60_6_rank,q60_7_rank,q25_new_rank,avg_perc_rank,covmh,ps,orig_id,id.x,bm,match_id,rankperc,grp,id.y,outcome.y,q22,q59_1,outcome,q60_1a,q60_2a,q60_3a,q60_4a,q60_5a,q60_6a,q60_7a,q60_ingroup,q60_outgroup,q60_1a_rank,q60_2a_rank,q60_3a_rank,q60_4a_rank,q60_5a_rank,q60_6a_rank,q60_7a_rank,outcome_rank,q22_rank,q59_1_rank,q59_1_rank_inv
1345,2,1,6,5,5,6,6,4,6,2,3,3,31,0,1,8,5,2.3333333333333335,4,3,0.9199397837689887,0,8,3.561930595949913,984.5,838,835,1278.5,953.5,723.5,1208.5,843,974.5,5.038477112079409,741.0524013308377,3,1345,117,1343,1,0,1345,1,25,2,1,5,4,4,5,5,3,5,NA,NA,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0,1
170,1,0,4,4,5,6,7,7,6,2,3,1,77,1,1,4,1,2.6666666666666665,3.5,2,0.656083207882852,0,4,8.76140040190304,438.5,483.5,835,1278.5,1400,1465,1208.5,843,1015.5714285714286,9.269284367384378,836.2165688958821,3,170,118,170,1,1,170,0,22,4,0,3,3,4,5,6,6,5,6,6,1,0.5,0.5,0.5,1,1,0.5,0,1,1,0
566,1,1,3,4,5,6,6,6,6,3,3,1,75,1,1,3,2,2.6666666666666665,4,2,0.8282468865471464,0,3,7.326785382336413,272,483.5,835,1278.5,953.5,1339,1208.5,1140.5,910,8.527329769491322,851.591409716796,3,566,118,565,0,0,566,1,13,3,1,2,3,4,5,5,5,5,5,5,0,0.5,0.5,0.5,0,0,0.5,1,0,0,1
171,1,1,7,6,6,4,6,4,6,2,2,1,76,1,1,12,2,3,5,4,0.8302997126043519,0,12,7.776517115787998,1356,1211,1255,372,953.5,723.5,1208.5,843,1011.3571428571429,12.060918519212953,1038.9800526800725,2,171,119,171,1,1,171,1,1,1,1,6,5,5,3,5,3,5,5,3,1,0.5,1,0,0.5,1,1,0.5,0,0,1
1250,1,1,6,6,5,5,6,2,4,1,2,1,73,1,1,10,3,3,5,3,0.04091966607362801,0,10,6.29773974169978,984.5,1211,835,836,953.5,138,432.5,302,770.0714285714286,11.209171506878917,1029.3819278576646,2,1250,119,1248,0,0,1250,1,13,3,1,5,5,4,4,5,1,3,5,1,0,0.5,0,1,0.5,0,0,0.5,1,1,0
172,2,1,6,6,6,6,6,4,5,4,1,3,42,0,1,9,5,2,4.5,5,0.7086355549473107,0,9,2.3862806024331955,984.5,1211,1255,1278.5,953.5,723.5,821,1263,1032.4285714285713,6.353118472442547,819.9705014336105,1,172,120,172,0,1,172,1,6,3,1,5,5,5,5,5,3,4,NA,NA,0.5,0.5,1,0.5,0.5,0,0,0.5,0,0.5,0.5
769,2,1,6,6,4,6,6,6,6,3,1,3,39,0,1,9,3,3,5,3,0.6523881209798822,0,9,11.190162705020894,984.5,1211,411,1278.5,953.5,1339,1208.5,1140.5,1055.142857142857,6.767399770039185,897.3896588272016,1,769,120,768,1,0,769,1,10,3,1,5,5,3,5,5,5,5,NA,NA,0.5,0.5,0,0.5,0.5,1,1,0.5,1,0.5,0.5
173,1,1,6,6,5,5,6,3,6,2,1,3,46,1,1,9,3,2.3333333333333335,5,3,0.9199397837689887,0,9,4.71071713069828,984.5,1211,835,836,953.5,328,1208.5,843,908.0714285714286,6.899719423451679,812.5148845330312,1,173,121,173,1,1,173,1,15,3,1,5,5,4,4,5,2,5,NA,NA,0.5,1,1,1,0.5,1,0.5,0.5,0,0,1
1236,1,1,6,5,4,4,6,2,6,1,2,3,44,1,1,8,3,2,4.5,2,0.6748323525386614,0,8,9.230008078099607,984.5,838,411,372,953.5,138,1208.5,302,700.7857142857143,6.022000975708072,737.1978415653881,2,1236,121,1234,0,0,1236,1,25,4,1,5,4,3,3,5,1,5,NA,NA,0.5,0,0,0,0.5,0,0.5,0.5,1,1,0
174,1,1,7,6,5,5,6,3,5,1,3,1,57,1,1,11,5,3.3333333333333335,5,4,0.31462980703435056,0,11,3.574991613852473,1356,1211,835,836,953.5,328,821,302,905.7857142857143,5.953700591246678,1032.3893901192923,3,174,122,174,0,1,174,1,2,4,1,6,5,4,4,5,2,4,5,2,1,1,0,0,0.5,0.5,0,0.5,0,0.5,0.5
968,2,1,6,5,6,6,6,3,6,2,2,1,51,1,1,12,6,2.3333333333333335,5,4,0.7386068153825097,0,12,6.549978749376387,984.5,838,1255,1278.5,953.5,328,1208.5,843,978,4.834796921941742,924.2527225955914,2,968,122,967,1,0,968,1,5,4,1,5,4,5,5,5,2,5,5,2,0,0,1,1,0.5,0.5,1,0.5,1,0.5,0.5
175,1,1,4,2,4,5,6,4,4,3,5,2,64,0,1,NA,1,1,3,3,0.2653619816614205,1,6.0595419847328245,7.850045618856293,438.5,120.5,411,836,953.5,723.5,432.5,1140.5,559.3571428571429,13.476419733293216,576.32228846708006,5,175,123,175,1,1,175,1,62,4,1,3,1,3,4,5,3,3,3,5,1,0,0.5,1,0,0.5,1,1,1,0,1
397,1,0,2,3,4,4,7,4,3,1,5,2,69,0,1,NA,2,1,2,4,0.11331599835773912,1,6.0595419847328245,10.272669634898996,155.5,238.5,411,372,1400,723.5,184,302,497.7857142857143,14.19089267379892,545.5344313178011,5,397,123,397,0,0,397,0,37,5,0,1,2,3,3,6,3,2,3,6,0,1,0.5,0,1,0.5,0,0,0,1,0
176,1,1,6,6,6,6,6,6,6,7,3,1,65,1,1,3,1,3,4,4,0.2653619816614205,0,3,2.1404335480483634,984.5,1211,1255,1278.5,953.5,1339,1208.5,1466,1175.7142857142858,6.740676222586474,851.8652790585601,3,176,124,176,0,1,176,1,25,3,1,5,5,5,5,5,5,5,5,5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,1,0
1071,2,1,7,6,7,5,6,6,6,3,3,1,68,1,1,5,3,3,4,2,0.3065553578760092,0,5,8.69345758743357,1356,1211,1474,836,953.5,1339,1208.5,1140.5,1196.857142857143,6.5227535035481345,839.2121604471859,3,1071,124,1070,1,0,1071,1,11,2,1,6,5,6,4,5,5,5,5,5,1,0.5,1,0,0.5,0.5,0.5,0.5,0,0,1
177,1,1,7,6,5,5,5,5,5,2,3,2,23,0,1,3,2,2.6666666666666665,2.5,4,0.3065553578760092,0,3,3.5639420086072793,1356,1211,835,836,475,1125.5,821,843,951.3571428571429,9.63755031948394,525.702155954224,3,177,125,177,1,1,177,1,6,3,1,6,5,4,4,4,4,4,4,4,1,1,1,1,1,0.5,1,0.5,0,1,0
550,1,1,2,2,3,4,4,5,4,3,3,2,22,0,1,1,3,3,2,3,0.2351170110852607,0,1,6.531610860369507,155.5,120.5,161.5,372,239,1125.5,432.5,1140.5,372.35714285714283,12.039518238686792,538.6552865259346,3,550,125,550,0,0,550,1,64,2,1,1,1,2,3,3,4,3,4,3,0,0,0,0,0,0.5,0,0.5,1,0,1
178,1,1,7,6,5,5,5,4,5,1,3,3,64,0,1,3,3,2,4,4,0.6321335705487887,0,3,2.810438036419815,1356,1211,835,836,475,723.5,821,302,893.9285714285714,3.4328749411339228,755.3816557137808,3,178,126,178,1,1,178,1,5,2,1,6,5,4,4,4,3,4,NA,NA,1,1,1,1,0,0,1,1,0,0.5,0.5
410,1,0,2,2,3,4,6,5,4,2,4,3,58,0,1,5,4,2,3.5,3,0.37895169016012037,0,5,8.560650037589784,155.5,120.5,161.5,372,953.5,1125.5,432.5,843,474.42857142857144,2.078390214795263,704.7340614675618,4,410,126,410,0,0,410,0,40,2,0,1,1,2,3,5,4,3,NA,NA,0,0,0,0,1,1,0,0,1,0.5,0.5
180,2,1,4,6,5,5,5,4,5,3,2,1,53,0,4,2,5,2.6666666666666665,4,3,0.46147529765977824,0,2,4.731191231738929,438.5,1211,835,836,475,723.5,821,1140.5,762.8571428571429,6.192723584877417,785.9321950406849,2,180,127,180,0,1,180,1,25,4,1,3,5,4,4,4,3,4,4,3,0.5,1,0,0,0,0.5,0.5,0.5,1,0.5,0.5
1347,2,1,4,5,6,6,6,4,5,2,2,1,53,0,4,2,5,2.6666666666666665,4.5,3,0.5104694128917475,0,2,4.749594730128584,438.5,838,1255,1278.5,953.5,723.5,821,843,901.1428571428571,5.929060526947104,838.0742096560011,2,1347,127,1345,1,0,1347,1,13,4,1,3,4,5,5,5,3,4,5,3,0.5,0,1,1,1,0.5,0.5,0.5,0,0.5,0.5
181,1,1,6,5,5,5,6,4,6,2,1,3,25,0,1,8,5,2,5,4,0.9199397837689887,0,8,1.6946813659496256,984.5,838,835,836,953.5,723.5,1208.5,843,911.2857142857143,7.530747772041825,788.1474488615268,1,181,128,181,0,1,181,1,8,2,1,5,4,4,4,5,3,5,NA,NA,0.5,0,0,0.5,0.5,0.5,0.5,0.5,1,1,0
1156,1,1,6,6,6,5,6,4,6,2,1,3,28,0,1,6,4,2,5,4,0.9199397837689887,0,6,3.0514952371997706,984.5,1211,1255,836,953.5,723.5,1208.5,843,1024.5714285714287,7.001353510067784,754.8739806283015,1,1156,128,1155,1,0,1156,1,4,1,1,5,5,5,4,5,3,5,NA,NA,0.5,1,1,0.5,0.5,0.5,0.5,0.5,0,0,1
182,1,1,5,4,5,5,4,5,5,2,4,3,49,1,1,7,5,2,3,3,0.2125359244560011,0,7,3.7424864551666004,658.5,483.5,835,836,239,1125.5,821,843,714.0714285714286,3.4966838011906813,678.7864354157251,4,182,129,182,0,1,182,1,11,3,1,4,3,4,4,3,4,4,NA,NA,0.5,0,0.5,0.5,0,0,0.5,1,0,0,1
991,2,0,5,5,5,5,6,7,5,2,4,3,45,1,1,8,4,2,3.5,3,0.7740522786369234,0,8,7.221443411864761,658.5,838,835,836,953.5,1465,821,843,915.2857142857143,3.32543666139306,715.3872821943078,4,991,129,990,1,0,991,0,26,5,0,4,4,4,4,5,6,4,NA,NA,0.5,1,0.5,0.5,1,1,0.5,0,1,1,0
183,2,1,4,4,4,4,4,4,4,4,6,3,57,1,1,4,4,2,2.5,3,0.5344190502258107,0,4,1.101175422605881,438.5,483.5,411,372,239,723.5,432.5,1263,442.85714285714283,5.415887557554104,551.8257531044706,6,183,130,183,1,1,183,1,26,3,1,3,3,3,3,3,3,3,NA,NA,1,1,1,1,1,1,1,1,0,0,1
560,1,0,2,2,2,3,2,2,2,2,6,3,56,1,1,6,2,1.3333333333333333,3,3,0.3065553578760092,0,6,7.585631967210787,155.5,120.5,77.5,133,65.5,138,94.5,843,112.07142857142857,4.875704351810043,495.9425635420512,6,560,130,559,0,0,560,0,50,4,0,1,1,1,2,1,1,1,NA,NA,0,0,0,0,0,0,0,0,1,1,0
185,1,0,4,4,2,4,2,2,3,2,4,2,21,0,1,16,5,2.3333333333333335,3.5,4,0.7386068153825097,0,16,15.91809533076914,438.5,483.5,77.5,372,65.5,138,184,843,251.28571428571428,10.441478705166388,782.2804210974246,4,185,131,185,0,1,185,0,14,4,0,3,3,1,3,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0
496,2,1,7,7,7,6,6,5,6,3,4,2,22,0,1,13,5,2.3333333333333335,4.5,5,0.5344190502258107,0,13,4.137849038755179,1356,1456.5,1474,1278.5,953.5,1125.5,1208.5,1140.5,1264.642857142857,11.360600662842621,832.5275495408779,4,496,131,496,1,0,496,1,50,3,1,6,6,6,5,5,4,5,4,5,1,1,1,1,1,1,1,1,1,0,1
188,1,1,6,7,5,5,6,4,5,2,2,3,67,1,4,NA,5,3,5,3,0.6321335705487887,1,6.0595419847328245,5.855500274563839,984.5,1456.5,835,836,953.5,723.5,821,843,944.2857142857143,14.291565738221955,1004.4942890899898,2,188,132,188,1,1,188,1,24,4,1,5,6,4,4,5,3,4,NA,NA,0.5,1,1,1,1,1,0.5,0.5,1,0,1
954,2,1,6,4,4,4,5,2,5,1,3,3,68,1,4,NA,3,2,5,4,0.8302997126043519,1,6.0595419847328245,5.488982859121347,984.5,483.5,411,372,475,138,821,302,526.4285714285714,13.319808010268321,853.947721707219,3,954,132,953,0,0,954,1,23,5,1,5,3,3,3,4,1,4,NA,NA,0.5,0,0,0,0,0,0.5,0.5,0,1,0
190,1,1,4,7,4,4,5,3,3,5,1,1,51,0,1,8,4,2,4.5,2,0.7386068153825097,0,8,17.316457865052996,438.5,1456.5,411,372,475,328,184,1349.5,523.5714285714286,7.150042869571575,796.1703103992602,1,190,133,190,0,1,190,1,1,2,1,3,6,3,3,4,2,2,4,2,0,1,0,0,0,0,0,0.5,0,0,1
678,2,1,7,6,5,5,6,4,4,4,1,1,56,0,1,8,6,2,4.5,3,0.5006158478171615,0,8,5.180773452530354,1356,1211,835,836,953.5,723.5,432.5,1263,906.7857142857143,6.6002644100128265,857.5633872150895,1,678,133,677,1,0,678,1,76,3,1,6,5,4,4,5,3,3,5,3,1,0,1,1,1,1,1,0.5,1,1,0
191,1,1,7,6,6,6,6,4,6,2,1,1,48,1,1,5,3,3,4.5,4,0.6169426577254686,0,5,2.6605911273768785,1356,1211,1255,1278.5,953.5,723.5,1208.5,843,1140.857142857143,3.862761571475957,869.4313719982717,1,191,134,191,1,1,191,1,4,3,1,6,5,5,5,5,3,5,5,3,1,1,1,1,0.5,1,1,0.5,0,0.5,0.5
981,2,1,6,5,5,4,6,2,4,2,2,1,54,1,1,7,4,2.6666666666666665,4.5,4,0.9199397837689887,0,7,5.462626143464607,984.5,838,835,372,953.5,138,432.5,843,650.5,3.4691077748444665,832.3483855986009,2,981,134,980,0,0,981,1,25,3,1,5,4,4,3,5,1,3,5,1,0,0,0,0,0.5,0,0,0.5,1,0.5,0.5
194,1,1,7,5,6,7,7,2,7,2,3,3,59,1,1,4,2,3,4.5,4,0.9199397837689887,0,4,19.87711222581774,1356,838,1255,1476,1400,138,1450,843,1130.4285714285713,6.710278584039548,874.2338391690349,3,194,135,194,1,1,194,1,8,1,1,6,4,5,6,6,1,6,NA,NA,1,1,1,1,1,0,1,0.5,0,0,1
720,2,1,4,4,4,4,4,4,4,1,3,3,60,1,1,4,2,3,5,3,0.1929656493773094,0,4,1.101175422605881,438.5,483.5,411,372,239,723.5,432.5,302,442.85714285714283,7.56013134195057,900.0489737958284,3,720,135,719,0,0,720,1,50,3,1,3,3,3,3,3,3,3,NA,NA,0,0,0,0,0,1,0,0.5,1,1,0
196,1,1,5,4,3,6,5,6,4,4,2,1,29,0,1,7,5,2.3333333333333335,3.5,4,0.5531681948816203,0,7,18.826008997018718,658.5,483.5,161.5,1278.5,475,1339,432.5,1263,689.7857142857143,5.044494624206088,678.7599278061053,2,196,136,196,1,1,196,1,80,2,1,4,3,2,5,4,5,3,4,5,1,1,0,1,0.5,1,1,0.5,0,0,1
503,1,1,2,3,4,5,5,4,3,4,3,1,33,0,1,10,5,2.6666666666666665,3.5,3,0.3560968933899,0,10,5.809277138507429,155.5,238.5,411,836,475,723.5,184,1263,431.92857142857144,5.54993225206041,719.5517882973802,3,503,136,503,0,0,503,1,82,4,1,1,2,3,4,4,3,2,4,3,0,0,1,0,0.5,0,0,0.5,1,1,0
198,1,1,6,4,5,5,6,4,6,2,2,1,65,1,1,9,3,1.6666666666666667,5,4,0.16231011358970848,0,9,3.758586592220752,984.5,483.5,835,836,953.5,723.5,1208.5,843,860.6428571428571,11.77819302297841,813.3123546159828,2,198,137,198,1,1,198,1,9,1,1,5,3,4,4,5,3,5,5,3,1,0,0.5,1,0.5,1,1,0.5,1,0,1
1010,1,1,4,5,5,4,6,3,3,2,2,1,61,1,1,NA,3,2,4.5,4,0.3065553578760092,1,6.0595419847328245,6.733168667451575,438.5,838,835,372,953.5,328,184,843,564.1428571428571,11.623019364380816,756.9610019647275,2,1010,137,1009,0,0,1010,1,7,4,1,3,4,4,3,5,2,2,5,2,0,1,0.5,0,0.5,0,0,0.5,0,1,0
199,1,1,6,6,6,5,6,4,5,2,2,1,28,0,1,10,5,4,5,4,0.7086355549473107,0,10,2.471703829984106,984.5,1211,1255,836,953.5,723.5,821,843,969.2142857142857,7.190718026017287,1148.2229969291352,2,199,138,199,1,1,199,1,0,1,1,5,5,5,4,5,3,4,5,3,0.5,0.5,0.5,1,1,1,0.5,0.5,0,0,1
1416,1,1,6,6,6,4,5,3,5,1,3,1,26,0,1,7,5,3.3333333333333335,5,4,0.6169426577254686,0,7,7.816509605400007,984.5,1211,1255,372,475,328,821,302,778.0714285714286,7.209101802568045,962.1191492915801,3,1416,138,1414,0,0,1416,1,16,4,1,5,5,5,3,4,2,4,4,2,0.5,0.5,0.5,0,0,0,0.5,0.5,1,1,0
200,1,1,4,4,4,4,4,4,4,4,3,3,26,0,3,1,4,2.6666666666666665,3.5,4,0.31914602436020245,0,1,1.101175422605881,438.5,483.5,411,372,239,723.5,432.5,1263,442.85714285714283,7.583261352844488,630.9872649590975,3,200,139,200,0,1,200,1,51,3,1,3,3,3,3,3,3,3,NA,NA,1,0,1,0,1,0.5,0,1,0,0,1
358,1,0,1,6,3,6,3,4,5,3,3,3,19,0,3,3,4,2.6666666666666665,3,3,0.5998357739154235,0,3,41.74014218725722,41,1211,161.5,1278.5,107,723.5,821,1140.5,620.5,6.510127294174858,607.3522390041472,3,358,139,358,1,0,358,0,64,4,0,0,5,2,5,2,3,4,NA,NA,0,1,0,1,0,0.5,1,0,1,1,0
202,1,0,5,4,4,4,7,3,3,1,5,3,64,0,1,7,5,1.3333333333333333,2.5,4,0,0,7,8.220191669205525,658.5,483.5,411,372,1400,328,184,302,548.1428571428571,7.315952870200822,676.1686359070092,5,202,140,202,0,1,202,0,5,5,0,4,3,3,3,6,2,2,NA,NA,0,0.5,0.5,0,1,0,0,0,0.5,1,0
750,1,1,7,4,4,5,4,4,4,1,5,3,59,0,1,8,5,1,3,4,0.08416586834542218,0,8,9.086464853207522,1356,483.5,411,836,239,723.5,432.5,302,640.2142857142857,6.71606903993859,641.4598278845219,5,750,140,749,1,0,750,1,5,3,1,6,3,3,4,3,3,3,NA,NA,1,0.5,0.5,1,0,1,1,1,0.5,0,1
203,1,0,1,4,5,5,6,6,6,1,2,1,33,1,1,2,2,2,4,3,0.5107431230327083,0,2,14.863869584820604,41,483.5,835,836,953.5,1339,1208.5,302,813.7857142857143,5.428235043192098,638.2227675397545,2,203,141,203,1,1,203,0,50,5,0,0,3,4,4,5,5,5,5,5,0,0,0.5,0.5,0.5,1,1,0,1,1,0
1455,1,1,5,5,5,5,6,4,5,2,2,1,39,1,1,3,2,2.6666666666666665,4,4,0.5344190502258107,0,3,0.4226292593692798,658.5,838,835,836,953.5,723.5,821,843,809.3571428571429,4.662353638124511,715.7235045000413,2,1455,141,1452,0,0,1455,1,12,3,1,4,4,4,4,5,3,4,5,3,1,1,0.5,0.5,0.5,0,0,1,0,0,1
204,1,0,6,4,5,6,5,4,6,2,3,3,36,1,1,NA,4,2,4,3,0.1929656493773094,1,6.0595419847328245,7.436858494101955,984.5,483.5,835,1278.5,475,723.5,1208.5,843,855.5,10.33811884586056,685.2977972868223,3,204,142,204,1,1,204,0,44,4,0,5,3,4,5,4,3,5,NA,NA,0.5,0,0.5,1,0.5,0.5,1,0,0,1,0
319,1,1,6,5,5,5,5,4,4,2,2,3,39,1,1,4,6,2,4.5,2,0.27589982208840835,0,4,1.9669037067282091,984.5,838,835,836,475,723.5,432.5,843,732.0714285714286,10.546908014225169,747.5300278587162,2,319,142,319,0,0,319,1,60,2,1,5,4,4,4,4,3,3,NA,NA,0.5,1,0.5,0,0.5,0.5,0,1,1,0,1
205,2,1,6,5,5,5,6,3,7,2,3,3,81,1,1,4,4,2,3.5,4,0.5496099630491308,0,4,8.513752468661854,984.5,838,835,836,953.5,328,1450,843,889.2857142857143,5.4632259866343205,814.0367085106994,3,205,143,205,0,1,205,1,1,4,1,5,4,4,4,5,2,6,NA,NA,0.5,0,0,0,0.5,0,1,0.5,0,0.5,0.5
1485,1,1,6,6,6,6,6,4,6,4,3,3,80,1,1,6,2,2,3.5,3,0.12111673737511972,0,6,2.695555641788318,984.5,1211,1255,1278.5,953.5,723.5,1208.5,1263,1087.7857142857142,6.433939193652712,801.6731026524276,3,1485,143,1482,1,0,1485,1,49,4,1,5,5,5,5,5,3,5,NA,NA,0.5,1,1,1,0.5,1,0,0.5,1,0.5,0.5
208,1,0,5,5,6,6,4,4,4,1,6,3,49,1,1,2,2,2,3,2,0.42821951553305043,0,2,7.87318639187287,658.5,838,1255,1278.5,239,723.5,432.5,302,775,5.2673096643256585,507.47230035299424,6,208,144,208,1,1,208,0,1,4,0,4,4,5,5,3,3,3,NA,NA,1,1,1,1,0.5,0.5,0.5,0.5,1,0,1
821,2,0,2,2,2,3,4,4,4,1,6,3,47,1,1,5,2,2.3333333333333335,3,3,0.6169426577254686,0,5,6.962725458965509,155.5,120.5,77.5,133,239,723.5,432.5,302,268.7857142857143,5.2200780535229585,578.7275144462948,6,821,144,820,0,0,821,0,0,5,0,1,1,1,2,3,3,3,NA,NA,0,0,0,0,0.5,0.5,0.5,0.5,0,1,0
209,1,1,6,6,6,5,6,6,6,1,3,3,26,0,1,9,4,3,4,4,0.5496099630491308,0,9,3.7632473301454854,984.5,1211,1255,836,953.5,1339,1208.5,302,1112.5,6.386962379359624,795.3871270676776,3,209,145,209,1,1,209,1,13,3,1,5,5,5,4,5,5,5,NA,NA,1,1,1,0,1,1,1,0.5,0,0,1
246,2,1,5,5,4,6,5,4,5,5,3,3,31,0,1,10,4,3.3333333333333335,4,5,0.16231011358970848,0,10,7.3825060972778385,658.5,838,411,1278.5,475,723.5,821,1349.5,743.6428571428571,11.287992004548677,873.5556564986266,3,246,145,246,0,0,246,1,64,4,1,4,4,3,5,4,3,4,NA,NA,0,0,0,1,0,0,0,0.5,1,1,0
210,1,1,5,4,5,5,6,4,5,2,3,3,33,0,1,6,5,3,4.5,4,0.7086355549473107,0,6,1.3174664784014158,658.5,483.5,835,836,953.5,723.5,821,843,758.7142857142857,4.6723154033329015,883.8740775890135,3,210,146,210,0,1,210,1,5,2,1,4,3,4,4,5,3,4,NA,NA,0,0,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5
614,1,1,6,5,5,5,6,4,5,2,2,3,37,0,1,9,5,2.6666666666666665,4.5,3,0.8302997126043519,0,9,0.6437339651479127,984.5,838,835,836,953.5,723.5,821,843,855.9285714285714,4.146485753394618,843.0401009950256,2,614,146,613,1,0,614,1,2,2,1,5,4,4,4,5,3,4,NA,NA,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5
212,1,1,5,6,5,5,6,4,6,1,3,3,64,0,1,12,5,2.3333333333333335,4.5,4,0.4781716162583822,0,12,3.800827235795157,658.5,1211,835,836,953.5,723.5,1208.5,302,918,3.6594527672839217,904.9848535407566,3,212,147,212,0,1,212,1,9,2,1,4,5,4,4,5,3,5,NA,NA,0,0.5,0,0,0,0,0.5,0.5,0,1,0
1096,1,1,6,6,6,6,7,6,6,1,3,3,59,0,1,9,6,2.3333333333333335,4,4,0.17161625838237302,0,9,2.6629289159410403,984.5,1211,1255,1278.5,1400,1339,1208.5,302,1239.5,4.1978201760512,845.1110670047412,3,1096,147,1095,1,0,1096,1,15,1,1,5,5,5,5,6,5,5,NA,NA,1,0.5,1,1,1,1,0.5,0.5,1,0,1
215,1,1,6,6,5,5,6,3,5,2,3,3,34,0,1,10,4,3,5,4,0.7982756261119474,0,10,3.0160564825890126,984.5,1211,835,836,953.5,328,821,843,852.7142857142857,6.53863987719372,901.5206371057538,3,215,148,215,0,1,215,1,1,2,1,5,5,4,4,5,2,4,NA,NA,0,0.5,0,0.5,0.5,0,0,0.5,0,0,1
787,1,1,7,6,6,5,6,4,6,1,2,3,39,0,1,9,6,2.6666666666666665,4.5,4,0.9199397837689887,0,9,3.0435101260474027,1356,1211,1255,836,953.5,723.5,1208.5,302,1077.642857142857,5.352699409471863,858.8026764539806,2,787,148,786,1,0,787,1,12,4,1,6,5,5,4,5,3,5,NA,NA,1,0.5,1,0.5,0.5,1,1,0.5,1,1,0
218,1,0,3,4,4,4,5,4,4,1,4,3,43,0,1,8,2,1.6666666666666667,1,5,0.5344190502258107,0,8,1.6912344148975602,272,483.5,411,372,475,723.5,432.5,302,452.7857142857143,11.9399748389159,467.5860976710615,4,218,149,218,0,1,218,0,50,5,0,2,3,3,3,4,3,3,NA,NA,0.5,1,0.5,0,0,0.5,0.5,0.5,1,1,0
1161,1,0,3,3,4,5,6,4,4,1,3,3,41,0,1,NA,3,1,2,5,0.19351306965923085,1,6.0595419847328245,3.8856582464305314,272,238.5,411,836,953.5,723.5,432.5,302,552.4285714285714,17.180630185410312,410.0188003865304,3,1161,149,1160,1,0,1161,0,0,3,0,2,2,3,4,5,3,3,NA,NA,0.5,0,0.5,1,1,0.5,0.5,0.5,0,0,1
219,1,0,6,5,4,4,6,3,5,2,5,3,27,0,1,1,3,1.6666666666666667,4.5,3,0.38702613931846164,0,1,3.778612685727907,984.5,838,411,372,953.5,328,821,843,672.5714285714286,11.488438971589023,639.5616294547632,5,219,150,219,0,1,219,0,26,5,0,5,4,3,3,5,2,4,NA,NA,0,0.5,0,0,1,0,0.5,0,1,1,0
388,1,1,7,5,5,5,5,4,5,3,6,3,28,0,1,1,5,2,4.5,3,0.9199397837689887,0,1,2.6554203520090844,1356,838,835,836,475,723.5,821,1140.5,840.6428571428571,16.456940164640145,676.825039560033,6,388,150,388,1,0,388,1,3,3,1,6,4,4,4,4,3,4,NA,NA,1,0.5,1,1,0,1,0.5,1,0,0,1
222,1,1,6,6,6,5,5,3,2,1,1,1,25,1,1,5,3,3,5,2,0.3560968933899,0,5,15.09325797875513,984.5,1211,1255,836,475,328,94.5,302,740.5714285714286,10.677116662605096,794.5165126959815,1,222,151,222,1,1,222,1,13,1,1,5,5,5,4,4,2,1,4,2,1,1,1,1,0.5,0,0,1,0,0.5,0.5
460,2,0,5,5,5,4,5,5,5,5,1,1,28,1,1,3,2,3,4,4,0.9199397837689887,0,3,2.8951424050200663,658.5,838,835,372,475,1125.5,821,1349.5,732.1428571428571,9.894395689921629,757.7163372071778,1,460,151,460,0,0,460,0,75,1,0,4,4,4,3,4,4,4,4,4,0,0,0,0,0.5,1,1,0,1,0.5,0.5
223,1,0,2,2,2,2,1,1,1,1,6,3,31,1,1,2,3,1,1.5,1,0.656083207882852,0,2,11.497368621100216,155.5,120.5,77.5,65,25,31,29.5,302,72,8.881620851812661,282.9103812172705,6,223,152,223,0,1,223,0,47,5,0,1,1,1,1,0,0,0,NA,NA,0,0,0,0,0,0,0,0.5,0,1,0
1274,1,0,5,4,4,6,4,4,4,1,6,3,28,1,1,1,2,1,2.5,1,0.46147529765977824,0,1,9.407871483575928,658.5,483.5,411,1278.5,239,723.5,432.5,302,603.7857142857143,8.935908707389775,310.34893858305395,6,1274,152,1272,1,0,1274,0,49,3,0,4,3,3,5,3,3,3,NA,NA,1,1,1,1,1,1,1,0.5,1,0,1
225,2,0,5,6,6,6,7,6,6,2,5,2,74,0,1,3,5,1,2.5,4,0.12111673737511972,0,3,3.677711580813341,658.5,1211,1255,1278.5,1400,1339,1208.5,843,1192.9285714285713,10.585787856247626,644.3111898932723,5,225,153,225,1,1,225,0,3,5,0,4,5,5,5,6,5,5,5,6,1,1,1,1,1,1,1,0.5,1,1,0
