row_id,sample,outcome.x,q60_1,q60_2,q60_3,q60_4,q60_5,q60_6,q60_7,q25_new,ideo5,dem_rep_oth,age,female,race_new,faminc_new,educ,trust_in_govt,trust_in_science,covid_subj_know,relig_scale,faminc_new.NA,faminc_new_Imp,percdist,q60_1_rank,q60_2_rank,q60_3_rank,q60_4_rank,q60_5_rank,q60_6_rank,q60_7_rank,q25_new_rank,avg_perc_rank,covmh,ps,orig_id,id.x,bm,match_id,rankperc,grp,id.y,outcome.y,q22,q59_1,outcome,q60_1a,q60_2a,q60_3a,q60_4a,q60_5a,q60_6a,q60_7a,q60_ingroup,q60_outgroup,q60_1a_rank,q60_2a_rank,q60_3a_rank,q60_4a_rank,q60_5a_rank,q60_6a_rank,q60_7a_rank,outcome_rank,q22_rank,q59_1_rank,q59_1_rank_inv
440,1,0,2,3,4,2,5,5,4,1,3,1,49,1,1,6,4,2,3.5,3,0.42082934172711095,0,6,16.405964739591866,155.5,238.5,411,65,475,1125.5,432.5,302,414.7142857142857,1.1858681153995378,653.2070407240169,3,440,266,440,1,1,440,0,38,4,0,1,2,3,1,4,4,3,4,4,0.5,1,1,0,1,1,1,0.5,0,0.5,0.5
1089,1,0,2,2,2,3,3,2,2,1,3,1,44,1,1,NA,2,2,3,2,0.5806760640481728,1,6.0595419847328245,5.491729851856603,155.5,120.5,77.5,133,107,138,94.5,302,118,10.56750826613345,582.6625875065705,3,1089,266,1088,0,0,1089,0,50,4,0,1,1,1,2,2,1,1,2,1,0.5,0,0,1,0,0,0,0.5,1,0.5,0.5
443,1,0,4,3,4,4,7,4,4,1,3,3,41,1,1,8,3,1,2.5,3,0.19775557684412207,0,8,6.413146702598946,438.5,238.5,411,372,1400,723.5,432.5,302,573.7142857142857,6.527300496376199,457.5597758300124,3,443,267,443,1,1,443,0,3,4,0,3,2,3,3,6,3,3,NA,NA,1,0.5,0.5,0.5,1,0.5,1,0.5,0,0,1
1474,1,0,2,3,4,4,6,4,2,1,3,3,42,1,1,7,2,1.6666666666666667,2.5,3,0.5006158478171615,0,7,10.349215578941179,155.5,238.5,411,372,953.5,723.5,94.5,302,421.2142857142857,5.487049674200356,519.3317353469213,3,1474,267,1471,0,0,1474,0,50,5,0,1,2,3,3,5,3,1,NA,NA,0,0.5,0.5,0.5,0,0.5,0,0.5,1,1,0
446,2,1,6,6,5,5,5,5,5,1,4,1,78,1,1,7,2,2.6666666666666665,4,4,0.04091966607362801,0,7,2.3475755496645805,984.5,1211,835,836,475,1125.5,821,302,898.2857142857143,7.013894308381315,958.1700425552232,4,446,268,446,1,1,446,1,7,1,1,5,5,4,4,4,4,4,4,4,1,1,0.5,0.5,0.5,1,1,0.5,0,0,1
904,2,1,4,5,5,5,5,4,4,2,3,1,71,1,1,4,3,3.3333333333333335,4,4,0.4279458053920897,0,4,1.8892858726757666,438.5,838,835,836,475,723.5,432.5,843,654.0714285714286,5.554052897795021,941.1290696608957,3,904,268,903,0,0,904,1,36,4,1,3,4,4,4,4,3,3,4,3,0,0,0.5,0.5,0.5,0,0,0.5,1,1,0
448,1,1,6,4,4,4,5,4,4,1,1,1,30,1,1,13,5,2,5,4,0.7086355549473107,0,13,3.253973334320455,984.5,483.5,411,372,475,723.5,432.5,302,554.5714285714286,8.353555736413211,856.9918799431595,1,448,269,448,0,1,448,1,10,4,1,5,3,3,3,4,3,3,4,3,1,0.5,0.5,0,0,0.5,0.5,0.5,1,1,0
592,2,1,5,4,4,5,6,4,4,2,1,1,31,1,1,10,5,2,4.5,5,0.9199397837689887,0,10,2.9197114385219467,658.5,483.5,411,836,953.5,723.5,432.5,843,642.6428571428571,8.87446981603378,782.6458030165544,1,592,269,591,1,0,592,1,4,1,1,4,3,3,4,5,3,3,5,3,0,0.5,0.5,1,1,0.5,0.5,0.5,0,0,1
449,2,1,7,6,6,6,6,4,6,2,2,1,55,1,1,2,2,3,4,4,0.42821951553305043,0,2,2.6605911273768785,1356,1211,1255,1278.5,953.5,723.5,1208.5,843,1140.857142857143,5.80801200694302,788.4204831699255,2,449,270,449,1,1,449,1,50,2,1,6,5,5,5,5,3,5,5,3,0.5,1,1,1,0.5,0.5,0.5,0.5,0,0,1
1466,1,1,7,5,4,4,6,4,6,2,3,1,52,1,1,2,4,2.3333333333333335,4.5,3,0.1929656493773094,0,2,6.650685912331162,1356,838,411,372,953.5,723.5,1208.5,843,837.5,5.275858461403162,776.3098419128684,3,1466,270,1463,0,0,1466,1,100,5,1,6,4,3,3,5,3,5,5,3,0.5,0,0,0,0.5,0.5,0.5,0.5,1,1,0
450,1,0,2,3,4,5,6,4,4,2,4,2,48,0,1,3,2,1.6666666666666667,2.5,4,0.9199397837689887,0,3,5.629911673254795,155.5,238.5,411,836,953.5,723.5,432.5,843,535.7857142857143,8.20298253129282,552.0775523934329,4,450,271,450,1,1,450,0,0,4,0,1,2,3,4,5,3,3,3,5,0.5,0.5,1,1,1,1,1,0,0,0.5,0.5
1465,1,1,2,3,2,2,2,2,3,1,3,2,51,0,1,4,3,1.6666666666666667,3,3,0.2653619816614205,0,4,9.559478334209302,155.5,238.5,77.5,65,65.5,138,184,302,132,3.4501768557827983,553.8406159218929,3,1465,271,1462,0,0,1465,1,79,4,1,1,2,1,1,1,1,2,1,1,0.5,0.5,0,0,0,0,0,1,1,0.5,0.5
451,1,1,6,4,4,5,6,2,5,1,3,3,40,1,1,11,5,2.6666666666666665,5,5,0.9199397837689887,0,11,7.165626744769017,984.5,483.5,411,836,953.5,138,821,302,661.0714285714286,8.48076642135199,880.3399011219173,3,451,272,451,0,1,451,1,3,4,1,5,3,3,4,5,1,4,NA,NA,0.5,0,0,0.5,1,0,0.5,0.5,1,0.5,0.5
596,2,1,6,6,5,5,5,5,5,2,3,3,35,1,1,11,5,2.3333333333333335,5,5,0.46147529765977824,0,11,2.3475755496645805,984.5,1211,835,836,475,1125.5,821,843,898.2857142857143,7.285780171391483,829.0048739121761,3,596,272,595,1,0,596,1,2,4,1,5,5,4,4,4,4,4,NA,NA,0.5,1,1,0.5,0,1,0.5,0.5,0,0.5,0.5
453,1,0,3,3,3,3,3,3,3,3,5,2,24,0,1,1,2,1,1.5,2,0.37895169016012037,0,1,3.1334491184779307,272,238.5,161.5,133,107,328,184,1140.5,203.42857142857142,8.303568905485484,311.6267709755143,5,453,273,453,0,1,453,0,49,3,0,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0.5,0,0.5,1,0,1
579,1,0,2,4,4,4,6,3,4,1,5,2,31,0,1,1,3,1,1.5,5,0.3823730669221294,0,1,6.324936164754337,155.5,483.5,411,372,953.5,328,432.5,302,448,13.063449454780471,335.940132223547,5,579,273,578,1,0,579,0,12,5,0,1,3,3,3,5,2,3,2,5,0,1,1,1,1,0.5,1,0.5,0,1,0
455,1,0,1,1,5,5,7,2,1,1,4,2,37,1,1,2,5,1.3333333333333333,2,2,0.5107431230327083,0,2,33.29707465628898,41,31,835,836,1400,138,29.5,302,472.92857142857144,8.935233412298038,495.13571535376207,4,455,274,455,1,1,455,0,23,5,0,0,0,4,4,6,1,0,1,6,0.5,0,1,1,1,0.5,0,0.5,1,0.5,0.5
1391,1,0,1,2,4,4,6,2,2,1,4,2,31,1,1,1,4,1,2,3,0.4279458053920897,0,1,12.820107292143923,41,120.5,411,372,953.5,138,94.5,302,304.35714285714283,7.692434462617509,418.08476681727365,4,1391,274,1389,0,0,1391,0,5,5,0,0,1,3,3,5,1,1,1,5,0.5,1,0,0,0,0.5,1,0.5,0,0.5,0.5
457,1,1,6,6,5,5,6,4,5,2,2,1,60,0,2,4,3,3,5,4,0.04091966607362801,0,4,1.7810120559234215,984.5,1211,835,836,953.5,723.5,821,843,909.2142857142857,6.857992398291291,934.9010230393017,2,457,275,457,0,1,457,1,11,3,1,5,5,4,4,5,3,4,5,3,0.5,0.5,0,0,0.5,0,0,0.5,0,0.5,0.5
1176,1,1,6,6,6,6,6,6,6,7,1,1,63,0,2,6,2,3,5,4,0.1929656493773094,0,6,2.1404335480483634,984.5,1211,1255,1278.5,953.5,1339,1208.5,1466,1175.7142857142858,8.875898086974129,933.6516121478178,1,1176,275,1175,1,0,1176,1,51,3,1,5,5,5,5,5,5,5,5,5,0.5,0.5,1,1,0.5,1,1,0.5,1,0.5,0.5
458,2,1,6,6,6,6,6,4,5,2,2,3,64,0,1,8,6,2.3333333333333335,5,4,0.42821951553305043,0,8,2.3862806024331955,984.5,1211,1255,1278.5,953.5,723.5,821,843,1032.4285714285713,4.466337420194407,911.1183005353051,2,458,276,458,0,1,458,1,2,3,1,5,5,5,5,5,3,4,NA,NA,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0,1,0
999,2,1,6,6,6,6,6,6,6,3,3,3,58,0,1,10,5,2.6666666666666665,5,4,0.6169426577254686,0,10,2.1404335480483634,984.5,1211,1255,1278.5,953.5,1339,1208.5,1140.5,1175.7142857142858,3.9141701892051883,942.5959323728302,3,999,276,998,1,0,999,1,36,2,1,5,5,5,5,5,5,5,NA,NA,0.5,0.5,0.5,0.5,0.5,1,1,0.5,1,0,1
462,2,0,4,5,5,5,7,7,7,1,5,2,72,1,1,2,2,2,5,5,0.31462980703435056,0,2,10.449285680182102,438.5,838,835,836,1400,1465,1450,302,1037.5,13.844638896317553,834.9578691153541,5,462,277,462,0,1,462,0,16,4,0,3,4,4,4,6,6,6,6,6,0,0,0,0,0.5,0.5,0.5,0,1,0.5,0.5
1245,1,1,6,6,6,6,7,7,7,6,4,2,77,1,1,3,3,2.3333333333333335,5,2,0.8282468865471464,0,3,5.159133323393277,984.5,1211,1255,1278.5,1400,1465,1450,1403,1292,13.386435372094676,933.2532561225471,4,1245,277,1243,1,0,1245,1,3,4,1,5,5,5,5,6,6,6,6,6,1,1,1,1,0.5,0.5,0.5,1,0,0.5,0.5
463,1,1,6,4,4,4,6,4,6,2,1,1,44,1,1,9,5,2,4.5,3,0.9199397837689887,0,9,5.451430588723883,984.5,483.5,411,372,953.5,723.5,1208.5,843,733.7857142857143,5.9708866418904405,810.3081853429983,1,463,278,463,0,1,463,1,37,2,1,5,3,3,3,5,3,5,5,3,0,0,0,0,0.5,0,0.5,0.5,1,0,1
923,2,1,7,6,6,6,6,6,6,2,2,1,47,1,1,10,6,2.3333333333333335,4,3,0.9199397837689887,0,10,2.719161314143903,1356,1211,1255,1278.5,953.5,1339,1208.5,843,1228.7857142857142,6.613585831161652,806.9082101605318,2,923,278,922,1,0,923,1,23,3,1,6,5,5,5,5,5,5,5,5,1,1,1,1,0.5,1,0.5,0.5,0,1,0
466,1,1,6,5,4,4,5,3,6,1,1,3,32,0,1,6,4,1.3333333333333333,5,4,0.9199397837689887,0,6,6.138754250978969,984.5,838,411,372,475,328,1208.5,302,659.5714285714286,10.100320485206412,708.1631195109735,1,466,279,466,0,1,466,1,3,1,1,5,4,3,3,4,2,5,NA,NA,0.5,0.5,0,0,0,0.5,1,0.5,0,0,1
1216,1,1,6,5,5,5,6,3,5,1,1,3,28,0,1,NA,5,2,4,3,0.656083207882852,1,6.0595419847328245,1.8243813133430176,984.5,838,835,836,953.5,328,821,302,799.4285714285714,13.09297530267287,731.2780449987945,1,1216,279,1214,1,0,1216,1,5,3,1,5,4,4,4,5,2,4,NA,NA,0.5,0.5,1,1,1,0.5,0,0.5,1,1,0
467,2,1,6,5,5,5,4,5,4,2,4,3,57,0,1,11,3,2,2,3,0.3071027781579307,0,11,4.693077260910924,984.5,838,835,836,239,1125.5,432.5,843,755.7857142857143,6.209792179545112,593.3724449558542,4,467,280,467,0,1,467,1,6,2,1,5,4,4,4,3,4,3,NA,NA,0.5,0,0.5,0,0,0,0,1,0,0,1
676,2,0,6,6,5,6,6,6,6,1,3,3,51,0,1,8,5,2,2.5,3,0.04091966607362801,0,8,4.265626559215388,984.5,1211,835,1278.5,953.5,1339,1208.5,302,1115.7142857142858,6.289967514016132,664.617724704061,3,676,280,675,1,0,676,0,51,3,0,5,5,4,5,5,5,5,NA,NA,0.5,1,0.5,1,1,1,1,0,1,1,0
471,1,1,5,6,5,5,6,4,5,2,2,1,24,1,1,NA,4,3,4,3,0.7982756261119474,1,6.0595419847328245,2.4650021682020515,658.5,1211,835,836,953.5,723.5,821,843,862.6428571428571,12.560157729323823,777.0166724783394,2,471,281,471,0,1,471,1,5,4,1,4,5,4,4,5,3,4,5,3,0,0.5,0,0,0.5,0.5,0,0.5,0,0.5,0.5
1028,1,1,6,6,6,6,6,4,6,4,2,1,27,1,1,NA,5,2,5,4,0.9199397837689887,1,6.0595419847328245,2.695555641788318,984.5,1211,1255,1278.5,953.5,723.5,1208.5,1263,1087.7857142857142,13.506906247023041,764.0925611766327,2,1028,281,1027,1,0,1028,1,47,4,1,5,5,5,5,5,3,5,5,3,1,0.5,1,1,0.5,0.5,1,0.5,1,0.5,0.5
472,1,0,1,2,2,2,3,2,2,1,6,2,39,1,4,3,4,1,2.5,3,0.19187080881346652,0,3,6.509831271897221,41,120.5,77.5,65,107,138,94.5,302,91.92857142857143,6.906891832744979,405.92390063590693,6,472,282,472,1,1,472,0,24,3,0,0,1,1,1,2,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,0.5,0.5
793,1,0,1,1,1,1,1,1,1,1,5,2,36,1,4,2,2,2,2,5,0.3143560968933898,0,2,12.301802027408613,41,31,22,19.5,25,31,29.5,302,28.428571428571427,10.557847645903289,467.5279364557759,5,793,282,792,0,0,793,0,1,3,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0.5,0.5
473,1,1,6,5,5,5,6,4,5,1,3,3,40,0,1,5,3,3,5,5,0.8302997126043519,0,5,0.6437339651479127,984.5,838,835,836,953.5,723.5,821,302,855.9285714285714,7.204746666399128,856.3008442931599,3,473,283,473,0,1,473,1,5,3,1,5,4,4,4,5,3,4,NA,NA,0,0,0.5,0.5,0.5,0.5,0.5,0.5,1,0,1
940,2,1,7,6,5,5,6,4,5,3,3,3,41,0,1,8,5,2,5,4,0.9199397837689887,0,8,2.646793327440372,1356,1211,835,836,953.5,723.5,821,1140.5,962.2857142857143,6.292565125918765,812.2102555303513,3,940,283,939,1,0,940,1,3,4,1,6,5,4,4,5,3,4,NA,NA,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0,1,0
488,2,1,6,4,4,5,6,3,4,3,4,1,31,1,1,1,2,2,3.5,3,0.6616942657725468,0,1,4.8215244334299125,984.5,483.5,411,836,953.5,328,432.5,1140.5,632.7142857142857,4.836647355802462,634.0530929555148,4,488,284,488,1,1,488,1,0,3,1,5,3,3,4,5,2,3,5,2,1,1,1,1,1,0,0,1,0,0,1
1173,1,0,2,2,3,4,4,6,5,2,3,1,28,1,1,2,3,3,3.5,3,0.8302997126043519,0,2,11.150522915400543,155.5,120.5,161.5,372,239,1339,821,843,458.35714285714283,7.120897421404961,699.0747857952484,3,1173,284,1172,0,0,1173,0,56,4,0,1,1,2,3,3,5,4,3,5,0,0,0,0,0,1,1,0,1,1,0
490,2,1,6,6,6,6,6,6,5,4,1,3,32,0,1,8,3,3,4.5,4,0.8282468865471464,0,8,3.646531381671804,984.5,1211,1255,1278.5,953.5,1339,821,1263,1120.357142857143,6.353249595757174,844.2139382964958,1,490,285,490,1,1,490,1,3,3,1,5,5,5,5,5,5,4,NA,NA,0.5,0.5,0.5,0.5,1,1,0.5,0.5,0,0.5,0.5
1372,2,1,6,6,6,6,5,5,5,6,1,3,39,0,1,9,3,3,4.5,3,0.6523881209798822,0,9,3.0661907185952813,984.5,1211,1255,1278.5,475,1125.5,821,1403,1021.5,6.346927566106534,870.8944054490021,1,1372,285,1370,0,0,1372,1,10,3,1,5,5,5,5,4,4,4,NA,NA,0.5,0.5,0.5,0.5,0,0,0.5,0.5,1,0.5,0.5
492,2,1,6,6,6,6,6,4,6,2,2,1,61,0,1,6,2,2,5,4,0.9199397837689887,0,6,2.695555641788318,984.5,1211,1255,1278.5,953.5,723.5,1208.5,843,1087.7857142857142,8.341330678775535,803.1352849158725,2,492,286,492,1,1,492,1,22,2,1,5,5,5,5,5,3,5,5,3,0,1,1,1,0.5,1,1,0.5,1,0.5,0.5
574,1,1,7,5,5,5,6,3,4,4,2,1,62,0,1,8,2,2.3333333333333335,5,4,0.9199397837689887,0,8,4.650731762082715,1356,838,835,836,953.5,328,432.5,1263,797,8.170981491258388,840.787556244337,2,574,286,573,0,0,574,1,17,2,1,6,4,4,4,5,2,3,5,2,1,0,0,0,0.5,0,0,0.5,0,0.5,0.5
493,2,1,3,2,4,5,4,2,3,1,3,3,39,1,1,3,3,2,4,2,0.38907896537566705,0,3,10.642135460025377,272,120.5,411,836,239,138,184,302,314.35714285714283,4.044302447224976,630.8088139232325,3,493,287,493,0,1,493,1,17,3,1,2,1,3,4,3,1,2,NA,NA,0,0,0,1,0.5,0,0,1,1,0,1
811,1,0,5,3,6,4,4,4,4,1,2,3,41,1,1,3,3,2,4,4,0.46147529765977824,0,3,15.42245696078173,658.5,238.5,1255,372,239,723.5,432.5,302,559.8571428571429,3.6515578139939917,652.4521758214273,2,811,287,810,1,0,811,0,3,5,0,4,2,5,3,3,3,3,NA,NA,1,1,1,0,0.5,1,1,0,0,1,0
494,2,1,1,1,1,1,1,1,1,2,2,3,65,0,1,2,2,2,3.5,3,0.5344190502258107,0,2,12.301802027408613,41,31,22,19.5,25,31,29.5,843,28.428571428571427,6.456772183173873,684.2983105826892,2,494,288,494,0,1,494,1,59,3,1,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0.5,1,0.5,0.5
858,1,1,6,5,6,6,6,5,6,1,3,3,65,0,1,5,2,2.6666666666666665,3,3,0,0,5,2.349885939963649,984.5,838,1255,1278.5,953.5,1125.5,1208.5,302,1091.9285714285713,7.098949282165643,759.1562656576575,3,858,288,857,1,0,858,1,2,3,1,5,4,5,5,5,4,5,NA,NA,1,1,1,1,1,1,1,0.5,0,0.5,0.5
499,2,1,6,6,5,5,6,4,6,2,4,2,41,0,1,12,6,1.3333333333333333,4,3,0.2125359244560011,0,12,2.5679862675434073,984.5,1211,835,836,953.5,723.5,1208.5,843,964.5714285714286,9.034857945091398,760.0476844619321,4,499,289,499,0,1,499,1,3,4,1,5,5,4,4,5,3,5,3,5,0.5,0.5,0,0,0.5,0,0.5,0.5,1,1,0
1098,2,1,6,6,6,6,6,5,6,1,4,2,48,0,1,10,5,2,4,5,0.3071027781579307,0,10,1.4795533767649025,984.5,1211,1255,1278.5,953.5,1125.5,1208.5,302,1145.2142857142858,5.871381005922978,777.5877222756258,4,1098,289,1097,1,0,1098,1,0,2,1,5,5,5,5,5,4,5,4,5,0.5,0.5,1,1,0.5,1,0.5,0.5,0,0,1
500,1,0,4,4,4,3,3,5,5,2,3,2,65,0,1,3,4,2,4.5,4,0.4063227042561926,0,3,8.692793627800386,438.5,483.5,411,133,107,1125.5,821,843,502.7857142857143,4.340131537857703,795.877334941774,3,500,290,500,1,1,500,0,40,3,0,3,3,3,2,2,4,4,4,2,0,0.5,0.5,0,0,1,1,0.5,1,0,1
598,2,0,5,4,4,4,4,4,4,1,4,2,63,0,1,6,3,2,4,4,0.1565622006295333,0,6,1.6658274429191042,658.5,483.5,411,372,239,723.5,432.5,302,474.2857142857143,2.9595070368184504,782.4250882894642,4,598,290,597,0,0,598,0,3,4,0,4,3,3,3,3,3,3,3,3,1,0.5,0.5,1,1,0,0,0.5,0,1,0
501,2,1,7,6,6,6,6,6,6,2,4,3,77,1,1,2,3,3.3333333333333335,5,4,0.11331599835773912,0,2,2.719161314143903,1356,1211,1255,1278.5,953.5,1339,1208.5,843,1228.7857142857142,10.744139136142161,1099.6755623875101,4,501,291,501,1,1,501,1,0,2,1,6,5,5,5,5,5,5,NA,NA,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,1
1047,1,1,6,6,6,6,6,6,6,2,3,3,84,1,1,4,2,3,4.5,5,0.7086355549473107,0,4,2.1404335480483634,984.5,1211,1255,1278.5,953.5,1339,1208.5,843,1175.7142857142858,9.289692106956847,1024.0177798717343,3,1047,291,1046,0,0,1047,1,8,3,1,5,5,5,5,5,5,5,NA,NA,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0
502,1,0,3,4,2,2,3,3,4,4,4,3,29,1,1,11,6,2,2.5,3,0.4648966744217872,0,11,11.845336544034998,272,483.5,77.5,65,107,328,432.5,1263,252.21428571428572,8.457606156958246,642.4890570118683,4,502,292,502,0,1,502,0,63,3,0,2,3,1,1,2,2,3,NA,NA,0,0.5,0,0,0,0,0,0.5,1,0.5,0.5
670,2,0,5,4,4,4,5,4,5,2,3,3,31,1,1,12,6,2,3.5,2,0.545093745723279,0,12,1.3477137033380235,658.5,483.5,411,372,475,723.5,821,843,563.5,8.116242877220623,707.3381652210561,3,670,292,669,1,0,670,0,31,3,0,4,3,3,3,4,3,4,NA,NA,1,0.5,1,1,1,1,1,0.5,0,0.5,0.5
504,1,1,7,7,6,5,7,7,7,7,6,3,61,0,1,9,5,2,4,4,0.16231011358970848,0,9,9.813773206939375,1356,1456.5,1255,836,1400,1465,1450,1466,1316.9285714285713,6.2560033251424185,760.3101933658149,6,504,293,504,1,1,504,1,3,4,1,6,6,5,4,6,6,6,NA,NA,1,1,0.5,0.5,1,1,1,1,0,0,1
1133,1,0,6,5,6,5,6,6,4,2,5,3,56,0,1,NA,5,1.6666666666666667,3.5,3,0,1,6.0595419847328245,9.155376671460385,984.5,838,1255,836,953.5,1339,432.5,843,948.3571428571429,13.903829813726198,754.0913580238371,5,1133,293,1132,0,0,1133,0,4,5,0,5,4,5,4,5,5,3,NA,NA,0,0,0.5,0.5,0,0,0,0,1,1,0
506,2,0,3,4,6,5,4,5,5,4,6,3,33,1,3,2,2,3,3.5,3,0.46558094977418907,0,2,10.321499902860692,272,483.5,1255,836,239,1125.5,821,1263,718.8571428571429,8.679157222721287,642.8657547195088,6,506,294,506,1,1,506,0,67,4,0,2,3,5,4,3,4,4,NA,NA,0,0.5,1,1,0,0.5,0.5,0.5,1,1,0
1284,1,0,4,4,3,3,5,5,5,1,6,3,36,1,3,3,1,2.3333333333333335,3,3,0,0,3,7.864467618012494,438.5,483.5,161.5,133,475,1125.5,821,302,519.7142857142857,8.577833102487437,598.0182299800492,6,1284,294,1282,0,0,1284,0,56,3,0,3,3,2,2,4,4,4,NA,NA,1,0.5,0,0,1,0.5,0.5,0.5,0,0,1
509,1,1,6,5,5,4,6,3,4,2,2,3,57,0,1,11,5,2.3333333333333335,4.5,5,0.7982756261119474,0,11,3.9462198887947415,984.5,838,835,372,953.5,328,432.5,843,677.6428571428571,5.3960995977806325,876.1648055938307,2,509,295,509,0,1,509,1,25,3,1,5,4,4,3,5,2,3,NA,NA,0.5,0.5,0.5,0,0.5,0.5,0,0.5,1,1,0
1350,2,1,6,5,5,5,6,3,6,2,2,3,50,0,1,10,6,2.6666666666666665,5,5,0.6347338168879156,0,10,3.7830151506340126,984.5,838,835,836,953.5,328,1208.5,843,854.7857142857143,5.161205752493186,928.8725759253574,2,1350,295,1348,1,0,1350,1,10,2,1,5,4,4,4,5,2,5,NA,NA,0.5,0.5,0.5,1,0.5,0.5,1,0.5,0,0,1
511,1,1,6,3,4,3,3,3,3,3,2,1,77,1,1,6,3,2,2.5,5,0.04091966607362801,0,6,10.66226835865994,984.5,238.5,411,133,107,328,184,1140.5,340.85714285714283,12.561321825520295,708.5952107240543,2,511,296,511,0,1,511,1,21,3,1,5,2,3,2,2,2,2,2,2,1,0,0.5,0,0,0,0,0.5,0,0,1
1247,1,1,4,4,4,4,4,4,4,6,3,1,77,1,1,NA,4,1,3.5,2,0.1929656493773094,1,6.0595419847328245,1.101175422605881,438.5,483.5,411,372,239,723.5,432.5,1403,442.85714285714283,17.86453447966734,685.1461455332164,3,1247,296,1245,1,0,1247,1,53,4,1,3,3,3,3,3,3,3,3,3,0,1,0.5,1,1,1,1,0.5,1,1,0
513,1,1,5,5,4,5,6,4,5,1,3,3,71,1,1,4,2,3,5,3,0.4063227042561926,0,4,2.7650450411823613,658.5,838,411,836,953.5,723.5,821,302,748.7857142857143,7.353563113167443,941.8621597686073,3,513,297,513,1,1,513,1,25,4,1,4,4,3,4,5,3,4,NA,NA,0,1,0.5,1,1,1,1,0.5,0,1,0
711,1,1,6,4,4,4,5,2,4,2,3,3,76,1,1,NA,2,2.3333333333333335,5,4,0.12111673737511972,1,6.0595419847328245,4.05803611616179,984.5,483.5,411,372,475,138,432.5,843,470.92857142857144,15.038341804106981,925.2065107466944,3,711,297,710,0,0,711,1,51,2,1,5,3,3,3,4,1,3,NA,NA,1,0,0.5,0,0,0,0,0.5,1,0,1
514,1,1,7,5,5,5,6,4,5,1,3,3,61,0,1,5,3,2.6666666666666665,5,4,0.08416586834542218,0,5,2.4146100547221248,1356,838,835,836,953.5,723.5,821,302,909,5.348224696330525,884.7788786301182,3,514,298,514,0,1,514,1,10,3,1,6,4,4,4,5,3,4,NA,NA,1,0,0,0,0.5,0,0,0.5,0,1,0
1233,1,1,6,6,6,6,6,5,6,1,2,3,54,0,1,4,5,3,4,4,0.6321335705487887,0,4,1.4795533767649025,984.5,1211,1255,1278.5,953.5,1125.5,1208.5,302,1145.2142857142858,5.3358470351391505,873.0064699314854,2,1233,298,1231,1,0,1233,1,51,2,1,5,5,5,5,5,4,5,NA,NA,0,1,1,1,0.5,1,1,0.5,1,0,1
524,1,1,6,5,5,6,4,4,4,2,3,2,52,1,1,8,3,2,3.5,4,0.1929656493773094,0,8,7.275413878917134,984.5,838,835,1278.5,239,723.5,432.5,843,761.5714285714286,3.294547818319419,659.6662709770434,3,524,299,524,0,1,524,1,12,3,1,5,4,4,5,3,3,3,3,3,1,0.5,0.5,1,0,0,0,0.5,1,0.5,0.5
998,2,1,4,5,5,5,5,5,5,1,4,2,51,1,1,NA,2,2,4,3,0.31462980703435056,1,6.0595419847328245,1.748251723053891,438.5,838,835,836,475,1125.5,821,302,767,9.50710153620792,716.1334729871003,4,998,299,997,1,0,998,1,0,3,1,3,4,4,4,4,4,4,4,4,0,0.5,0.5,0,1,1,1,0.5,0,0.5,0.5
525,2,0,1,5,1,4,4,4,2,1,4,3,35,0,1,9,5,2,3,3,0.542493499384152,0,9,38.080471281105034,41,838,22,372,239,723.5,94.5,302,332.85714285714283,4.462271774920868,669.9917206772352,4,525,300,525,0,1,525,0,39,1,0,0,4,0,3,3,3,1,NA,NA,0,0.5,0,0,0,0.5,0,0.5,1,0,1
580,2,0,4,5,4,6,6,4,4,2,4,3,39,0,1,10,5,2.3333333333333335,2.5,3,0.12111673737511972,0,10,8.622577019485412,438.5,838,411,1278.5,953.5,723.5,432.5,843,725.0714285714286,7.500879522916716,679.8655749385781,4,580,300,579,1,0,580,0,2,4,0,3,4,3,5,5,3,3,NA,NA,1,0.5,1,1,1,0.5,1,0.5,0,1,0
529,1,0,5,4,4,4,6,4,4,1,4,3,41,0,3,NA,5,2,3.5,5,0.5107431230327083,1,6.0595419847328245,2.6113492351998406,658.5,483.5,411,372,953.5,723.5,432.5,302,576.3571428571429,12.723714010556524,703.7833951311692,4,529,301,529,0,1,529,0,10,3,0,4,3,3,3,5,3,3,NA,NA,0,0,0.5,0.5,0.5,0.5,0,0,1,0,1
1286,1,1,6,5,4,4,6,4,5,1,3,3,39,0,3,6,6,1.3333333333333333,3.5,3,0.4781716162583822,0,6,3.548119175708223,984.5,838,411,372,953.5,723.5,821,302,729.0714285714286,5.899530490195467,634.2833780393191,3,1286,301,1284,1,0,1286,1,2,4,1,5,4,3,3,5,3,4,NA,NA,1,1,0.5,0.5,0.5,0.5,1,1,0,1,0
