row_id,id,survey,q1,q29,q7,q60_1,q60_2,q60_3,q60_4,q25new,ideo5,dem_rep_oth,agegood,female,race_new,race_newF,faminc_new,educ,trust_in_science,covid_know,covid_subj_know,relig_scale,faminc_new.NA,faminc_new_Imp,covid_subj_know.NA,covid_subj_know_Imp,covid_know.NA,covid_know_Imp,ideo5.NA,ideo5_Imp,percdist,q60_1_rank,q60_2_rank,q60_3_rank,q60_4_rank,q25new_rank,avg_perc_rank,covmh,ps,orig_id,bm,match_id,rankperc,grp,q100,q22,q59_1,q60_1a,q60_2a,q60_3a,q60_4a,bmF,q1_c,q60_1a_c,q60_2a_c,q60_3a_c,q60_4a_c,q60_1a_rank,q60_2a_rank,q60_3a_rank,q60_4a_rank,q100_rank,q25_new_rank,q1_rank,q22_rank,q59_1_rank,q59_1_rank_inv
1373,1373,7,3,2,2,6,6,6,6,2,3,3,58,0,1,1,13,3,3,0.75,NA,0.35634870051696055,0,13,1,3.3726708074534164,0,0.75,0,3,2.5285346829451294,1501,1637.5,1651.5,1658.5,549.5,1612.125,5.931985039469484,967.3890405305531,1270022023,254,676,1,1,NA,9,3,5,5,5,5,254,0,1,1,1,1,1,1,1,1,0,1,0.5,1,0,1
1525,1525,7,3,1,1,4,4,4,4,1,4,3,55,0,1,1,10,4,3,0.625,NA,0.02464414701508392,0,10,1,3.3726708074534164,0,0.625,0,4,0.10579850890925735,905,972.5,878,775.5,114.5,882.75,6.45627704500749,833.7531194583913,1269049315,254,828,0,0,NA,0,4,3,3,3,3,254,0,-1,-1,-1,-1,0,0,0,0,1,0,0.5,0,1,0
1374,1374,7,5,6,5,7,4,4,4,4,4,1,54,1,1,1,1,4,5,0.75,NA,0.07761489979463211,0,1,1,3.3726708074534164,0,0.75,0,4,6.08399384867437,1746.5,972.5,878,775.5,1279,1093.125,8.844299413744954,952.2691715539676,1268536351,255,677,1,1,NA,8,3,6,3,3,3,255,0.5,2.5,1,1,0,1,1,1,0.5,0,1,1,1,0,1
1383,1383,7,4,4,3,2,2,2,4,2,3,1,58,1,1,1,2,3,5,0.875,NA,0.193470717371291,0,2,1,3.3726708074534164,0,0.875,0,3,4.7327414717631235,342,266,165.5,775.5,549.5,387.25,6.076437394587572,1011.7648623489061,1268081291,255,686,0,0,NA,3,4,1,1,1,3,255,-0.5,-2.5,-1,-1,0,0,0,0,0.5,1,0,0,0,1,0
1376,1376,7,5,4,3,4,3,3,3,1,2,1,77,1,1,1,7,5,1,0.875,NA,0.12548686353657673,0,7,1,3.3726708074534164,0,0.875,0,2,1.4486673845268268,905,577,428,302,114.5,553,11.332538725034645,763.7627886571343,1269063283,256,679,0,1,NA,10,4,3,2,2,2,256,0,-1,-0.5,-0.5,0,0,0,0,0.5,0,0,0.5,1,0.5,0.5
1400,1400,7,5,6,5,6,4,4,3,3,3,1,74,1,1,1,6,6,1,0.875,NA,0.17512924013880035,0,6,1,3.3726708074534164,0,0.875,0,3,4.8039412079814365,1501,972.5,878,302,994,913.375,11.185901202824159,815.8836907953246,1269114115,256,703,1,0,NA,9,4,5,3,3,2,256,0,1,0.5,0.5,0,1,1,1,0.5,1,1,0.5,0,0.5,0.5
1379,1379,7,4,3,3,3,3,3,2,3,5,2,88,1,1,1,7,3,4,0.625,NA,0.2001274697259401,0,7,1,3.3726708074534164,0,0.625,0,5,4.081029405539137,637,577,428,114,994,439,6.94051702048078,853.5100593642189,1269161805,257,682,1,1,NA,7,4,2,2,2,1,257,0.5,0.5,0,0,-0.5,1,0.5,0.5,0,0,1,1,1,0,1
1380,1380,7,3,1,2,2,3,3,3,2,4,2,85,1,1,1,9,4,4,0.75,NA,0.06925855109411515,0,9,1,3.3726708074534164,0,0.75,0,4,1.8629370306870419,342,577,428,302,549.5,412.25,5.444464936324864,928.2850875899895,1269240537,257,683,0,0,NA,4,5,1,2,2,2,257,-0.5,-0.5,0,0,0.5,0,0.5,0.5,1,1,0,0,0,1,0
1381,1381,7,3,1,5,2,2,2,4,1,5,2,86,1,1,1,3,3,2,0.5,NA,0.02464414701508392,0,3,1,3.3726708074534164,0,0.5,0,5,4.7327414717631235,342,266,165.5,775.5,114.5,387.25,9.373471350476471,702.6151375633768,1269941541,258,684,0,1,NA,0,4,1,1,1,3,258,0,0,-1,-1.5,-0.5,0.5,0,0,0,0,0.5,0.5,0,1,0
1973,1973,7,3,1,1,2,4,5,5,1,5,2,88,1,1,1,3,2,2,0.625,NA,0,0,3,1,3.3726708074534164,0,0.625,0,5,4.893407746467338,342,972.5,1357,1335,114.5,1001.625,9.019676303627618,695.8703843713611,1269123681,258,1272,1,0,NA,1,3,1,3,4,4,258,0,0,1,1.5,0.5,0.5,1,1,1,1,0.5,0.5,1,0,1
1382,1382,7,5,6,4,2,1,3,5,2,4,1,54,1,1,1,2,4,4,0.625,NA,0.14885631329225976,0,2,1,3.3726708074534164,0,0.625,0,4,9.393889827803612,342,49,428,1335,549.5,538.5,5.9830279444648635,811.0795354408975,1269044035,259,685,0,1,NA,17,3,1,0,2,4,259,0,-2,-2,-0.5,0.5,0,0,0,1,0,0,0.5,0,1,0
1494,1494,7,5,6,2,6,5,4,4,3,2,1,53,1,1,1,2,3,4,0.75,NA,0.35061256284965653,0,2,1,3.3726708074534164,0,0.75,0,2,2.746592168109454,1501,1373,878,775.5,994,1131.875,3.550110850126409,870.5861195967531,1269045005,259,797,1,0,NA,20,2,5,4,3,3,259,0,2,2,0.5,-0.5,1,1,1,0,1,1,0.5,1,0,1
1387,1387,7,5,6,5,4,4,4,4,4,1,1,39,0,1,1,9,5,5,0.875,NA,0.5912470788187806,0,9,1,3.3726708074534164,0,0.875,0,1,0.10579850890925735,905,972.5,878,775.5,1279,882.75,5.639448136567802,1072.7745677844734,1268384935,260,690,0,1,NA,50,1,3,3,3,3,260,0.5,-1,0,-0.5,-0.5,0,0.5,0,0,0,0,1,1,0.5,0.5
1395,1395,7,4,6,3,6,4,5,5,5,1,1,29,0,1,1,10,6,5,0.875,NA,0.5365767296933645,0,10,1,3.3726708074534164,0,0.875,0,1,3.112290685913474,1501,972.5,1357,1335,1502,1291.375,7.042800820036249,1177.8590035597902,1269960261,260,698,1,0,NA,14,1,5,3,4,4,260,-0.5,1,0,0.5,0.5,1,0.5,1,1,1,1,0,0,0.5,0.5
1389,1389,7,3,4,2,4,5,4,4,2,3,3,21,1,1,1,3,2,3,0.875,NA,0.5912470788187806,0,3,1,3.3726708074534164,0,0.875,0,3,2.227732330767635,905,1373,878,775.5,549.5,982.875,7.397948728244147,817.8005701979552,1269061239,261,692,1,1,NA,25,5,3,4,3,3,261,0,0.5,0.5,0,-0.5,1,1,0.5,0,0,0.5,0.5,1,1,0
1598,1598,7,3,4,1,3,4,4,5,2,4,3,20,1,1,1,6,3,3,0.5,NA,0.4687345088874726,0,6,1,3.3726708074534164,0,0.5,0,4,1.917710938334188,637,972.5,878,1335,549.5,955.625,6.815437230037792,817.9691627035699,1269063045,261,900,0,0,NA,13,1,2,3,3,4,261,0,-0.5,-0.5,0,0.5,0,0,0.5,1,1,0.5,0.5,0,0,1
1394,1394,7,3,5,3,5,5,6,6,6,6,3,38,1,1,1,1,1,3,0.625,NA,0.24134268111323562,0,1,1,3.3726708074534164,0,0.625,0,6,2.8471588038312032,1200.5,1373,1651.5,1658.5,1644,1470.875,6.132284601968131,538.0077059898421,1269239745,262,697,1,1,NA,14,3,4,4,5,5,262,0,1.5,1,1.5,1,1,1,1,1,0,1,0.5,0,0.5,0.5
