row_id,sample,outcome.x,q60_1,q60_2,q60_3,q60_4,q60_5,q60_6,q60_7,q25_new,caseid_BROW0017,caseid_BROW0016,caseid_BROW0015,caseid_BROW0014,caseid_BROW0013,caseid,ideo5,dem_rep_oth,age,female,race_new,faminc_new,educ,trust_in_govt,trust_in_science,covid_subj_know,relig_scale,faminc_new.NA,faminc_new_Imp,percdist,q60_1_rank,q60_2_rank,q60_3_rank,q60_4_rank,q60_5_rank,q60_6_rank,q60_7_rank,q25_new_rank,avg_perc_rank,covmh,ps,orig_id,id.x,bm,match_id,rankperc,grp,id.y,outcome.y,q22,q59_1,outcome,q60_1a,q60_2a,q60_3a,q60_4a,q60_5a,q60_6a,q60_7a,q60_ingroup,q60_outgroup,q60_1a_rank,q60_2a_rank,q60_3a_rank,q60_4a_rank,q60_5a_rank,q60_6a_rank,q60_7a_rank,outcome_rank,q22_rank,q59_1_rank,q59_1_rank_inv
1,1,0,3,3,3,3,3,3,3,1,1393220029,NA,NA,NA,NA,NA,3,2,52,1,1,11,5,2,2.5,2,0.3071027781579307,0,11,3.13344911847793,272,238.5,161.5,133,107,328,184,302,203.42857142857142,7.790692688877581,617.3506939892811,3,1,1,1,0,1,1,0,30,4,0,2,2,2,2,2,2,2,2,2,0,0.5,0,0,0,0,0,0.5,0,0,1
419,1,0,4,3,4,4,7,4,6,1,1397262851,NA,NA,NA,NA,NA,4,2,57,1,1,10,5,1.6666666666666667,1.5,5,0.04091966607362801,0,10,8.759517371675535,438.5,238.5,411,372,1400,723.5,1208.5,302,684.5714285714286,10.679572940359938,633.8228889301001,4,419,1,419,1,0,419,0,46,5,0,3,2,3,3,6,3,5,3,6,1,0.5,1,1,1,1,1,0.5,1,1,0
2,1,1,4,6,6,6,6,2,4,1,1393222139,NA,NA,NA,NA,NA,4,3,50,1,1,5,5,1,2,2,0.31723005337347737,0,5,13.032239454156217,438.5,1211,1255,1278.5,953.5,138,432.5,302,815.2857142857143,7.2598659283083515,487.26274599723695,4,2,2,2,1,1,2,1,9,4,1,3,5,5,5,5,1,3,NA,NA,0,1,1,1,0.5,0,1,1,1,0,1
591,2,0,5,5,5,5,6,4,3,2,1398950125,NA,NA,NA,NA,NA,3,3,57,1,1,3,3,2,2.5,5,0.1929656493773094,0,3,5.539343188030031,658.5,838,835,836,953.5,723.5,184,843,718.3571428571429,7.8317737956466384,562.6228549669072,3,591,2,590,0,0,591,0,3,5,0,4,4,4,4,5,3,2,NA,NA,1,0,0,0,0.5,1,0,0,0,1,0
3,1,0,3,5,3,5,6,6,3,4,1393217289,NA,NA,NA,NA,NA,2,1,54,0,1,4,2,2.3333333333333335,3.5,5,0.6169426577254686,0,4,21.232714374127156,272,838,161.5,836,953.5,1339,184,1263,654.8571428571429,7.7784381031423875,678.154821512857,2,3,3,3,0,1,3,0,47,3,0,2,4,2,4,5,5,2,5,5,0,0,0,0.5,0.5,0.5,0,0,1,0,1
572,1,1,7,7,6,5,6,6,6,1,1398659775,NA,NA,NA,NA,NA,2,1,55,0,1,2,2,2,4.5,2,0.7065827288901053,0,2,5.724260501892114,1356,1456.5,1255,836,953.5,1339,1208.5,302,1200.642857142857,7.78376276790068,743.2394208921162,2,572,3,571,1,0,572,1,10,4,1,6,6,5,4,5,5,5,5,5,1,1,1,0.5,0.5,0.5,1,1,0,1,0
4,1,0,4,3,5,5,5,5,5,1,1393105715,NA,NA,NA,NA,NA,6,1,64,1,1,2,2,2,2.5,1,0.04091966607362801,0,2,4.928071986424814,438.5,238.5,835,836,475,1125.5,821,302,681.3571428571429,8.32814271169504,549.3058813556266,6,4,4,4,1,1,4,0,38,4,0,3,2,4,4,4,4,4,4,4,1,1,1,0.5,1,1,1,0.5,0,1,0
997,2,0,2,2,3,5,4,4,3,4,1402522315,NA,NA,NA,NA,NA,6,1,57,1,1,2,1,2,3,3,0.6169426577254686,0,2,9.26485361150022,155.5,120.5,161.5,836,239,723.5,184,1263,345.7142857142857,6.065415505393343,588.9358005808584,6,997,4,996,0,0,997,0,51,3,0,1,1,2,4,3,3,2,3,3,0,0,0,0.5,0,0,0,0.5,1,0,1
5,2,1,6,6,5,5,6,4,4,6,1393225651,NA,NA,NA,NA,NA,1,1,62,1,1,11,5,2.6666666666666665,5,5,0.4888463117558504,0,11,3.766141325040319,984.5,1211,835,836,953.5,723.5,432.5,1403,853.7142857142857,5.882016895871268,954.1317625277003,1,5,5,5,0,1,5,1,50,2,1,5,5,4,4,5,3,3,5,3,0,0.5,0,0,0.5,0.5,0,0.5,1,0.5,0.5
131,2,1,7,6,6,6,6,4,6,1,1394195873,1298240167,1264471333,NA,1178322395,NA,2,1,63,1,1,9,3,3,5,3,0.545093745723279,0,9,2.660591127376872,1356,1211,1255,1278.5,953.5,723.5,1208.5,302,1140.857142857143,6.078635587095338,937.7473257794918,2,131,5,131,1,0,131,1,10,2,1,6,5,5,5,5,3,5,5,3,1,0.5,1,1,0.5,0.5,1,0.5,0,0.5,0.5
6,1,1,5,4,4,4,7,3,4,2,1393219425,NA,NA,NA,NA,NA,5,2,56,1,1,2,3,2,2,2,0.04091966607362801,0,2,5.33008417397294,658.5,483.5,411,372,1400,328,432.5,843,583.6428571428571,6.882238964251839,565.6940389177106,5,6,6,6,1,1,6,1,4,4,1,4,3,3,3,6,2,3,2,6,1,1,1,0,0.5,0.5,1,1,1,0,1
1012,1,0,2,2,3,5,7,3,3,1,1402613737,NA,NA,NA,NA,NA,4,2,58,1,1,4,2,1.3333333333333333,1,4,0.04091966607362801,0,4,13.89337309588355,155.5,120.5,161.5,836,1400,328,184,302,455.07142857142856,7.356619906367364,503.5470566901937,4,1012,6,1011,0,0,1012,0,0,5,0,1,1,2,4,6,2,2,2,6,0,0,0,1,0.5,0.5,0,0,0,1,0
7,2,1,7,6,6,6,7,6,6,2,1393225633,NA,NA,NA,NA,NA,4,3,74,1,1,9,3,2.6666666666666665,4,3,0.6169426577254686,0,9,3.197917634864275,1356,1211,1255,1278.5,1400,1339,1208.5,843,1292.5714285714287,6.333016712792338,920.5632533724013,4,7,7,7,1,1,7,1,16,3,1,6,5,5,5,6,5,5,NA,NA,1,0.5,1,1,1,1,0.5,0.5,1,0,1
250,2,1,6,6,5,4,6,5,6,2,1394893473,1300058825,1266418225,NA,1178669565,NA,4,3,77,1,1,9,5,2,4,4,0.20555631586150266,0,9,5.666334029361671,984.5,1211,835,372,953.5,1125.5,1208.5,843,955.7142857142857,5.0816676667942104,915.4370142711062,4,250,7,250,0,0,250,1,2,4,1,5,5,4,3,5,4,5,NA,NA,0,0.5,0,0,0,0,0.5,0.5,0,1,0
8,1,1,5,5,4,5,6,4,5,2,1393225499,NA,NA,NA,NA,NA,1,1,19,1,1,10,1,3,4.5,4,0.9199397837689887,0,10,2.7650450411825327,658.5,838,411,836,953.5,723.5,821,843,748.7857142857143,17.491529466118916,832.2278307388574,1,8,8,8,0,1,8,1,9,4,1,4,4,3,4,5,3,4,5,3,0,0,0,1,0,1,0,0.5,0,1,0
1268,1,1,7,6,5,4,7,3,6,1,1401632591,NA,NA,NA,NA,NA,1,1,19,1,1,8,2,2,5,4,0.04091966607362801,0,8,8.495626970158682,1356,1211,835,372,1400,328,1208.5,302,958.6428571428571,20.917998890503856,760.8899714518242,1,1268,8,1266,1,0,1268,1,21,3,1,6,5,4,3,6,2,5,6,2,1,1,1,0,1,0,1,0.5,1,0,1
9,1,1,7,6,6,6,6,5,5,6,1393225619,NA,NA,NA,NA,NA,2,1,19,0,1,NA,3,3,5,4,0.545093745723279,1,6.0595419847328245,2.898697255714191,1356,1211,1255,1278.5,953.5,1125.5,821,1403,1142.9285714285713,13.34165884350545,804.8308408326272,2,9,9,9,1,1,9,1,24,2,1,6,5,5,5,5,4,4,5,4,1,0.5,0.5,0.5,0,1,0.5,0.5,1,0,1
1048,1,1,6,6,6,6,7,2,5,1,1402612861,NA,NA,NA,NA,NA,1,1,26,0,1,NA,5,2.6666666666666665,4.5,3,0.9199397837689887,1,6.0595419847328245,8.970391813955024,984.5,1211,1255,1278.5,1400,138,821,302,1012.5714285714286,13.293100946842218,808.8264298883303,1,1048,9,1047,0,0,1048,1,6,4,1,5,5,5,5,6,1,4,6,1,0,0.5,0.5,0.5,1,0,0.5,0.5,0,1,0
10,1,0,6,5,6,6,7,4,6,3,1393225769,NA,NA,NA,NA,NA,2,1,22,0,1,2,3,3,4.5,3,0.9199397837689887,0,2,3.566460550687159,984.5,838,1255,1278.5,1400,723.5,1208.5,1140.5,1098.2857142857142,7.169911243726706,763.8103451608056,2,10,10,10,1,1,10,0,24,3,0,5,4,5,5,6,3,5,6,3,0.5,0.5,1,1,1,0,1,0,1,0,1
830,2,1,6,5,5,5,5,5,5,3,1401381037,1297595061,1264497677,1234768221,1178960691,NA,2,1,29,0,1,5,5,2,5,4,0.9199397837689887,0,5,1.3418601256670648,984.5,838,835,836,475,1125.5,821,1140.5,845,6.934551807678088,764.4725477670396,2,830,10,829,0,0,830,1,10,4,1,5,4,4,4,4,4,4,4,4,0.5,0.5,0,0,0,1,0,1,0,1,0
13,2,1,6,5,5,5,6,4,5,2,1393227829,NA,NA,NA,NA,NA,3,3,53,0,1,3,3,2,4.5,4,0.8302997126043519,0,3,0.643733965147904,984.5,838,835,836,953.5,723.5,821,843,855.9285714285714,4.148172182334293,754.2360859253328,3,13,11,13,0,1,13,1,16,3,1,5,4,4,4,5,3,4,NA,NA,0.5,0,0,0.5,0,1,0,0.5,1,1,0
1431,1,1,6,6,6,5,7,1,7,1,1408338785,NA,NA,NA,NA,NA,3,3,49,0,1,1,3,2.6666666666666665,4,3,0.5006158478171615,0,1,21.780784369125012,984.5,1211,1255,836,1400,31,1450,302,1023.9285714285714,3.5537686937061164,730.8388539693929,3,1431,11,1429,1,0,1431,1,5,1,1,5,5,5,4,6,0,6,NA,NA,0.5,1,1,0.5,1,0,1,0.5,0,0,1
16,1,1,6,5,5,5,6,5,6,2,1392629957,NA,NA,NA,NA,NA,2,1,36,1,1,14,5,3,5,4,0.8302997126043519,0,14,1.4832300175720952,984.5,838,835,836,953.5,1125.5,1208.5,843,968.7142857142857,6.569849737455412,959.9737038673288,2,16,12,16,0,1,16,1,11,3,1,5,4,4,4,5,4,5,5,4,0,0,0,0.5,0.5,1,1,0.5,1,1,0
528,1,1,7,6,6,5,6,4,5,1,1394821687,NA,NA,NA,NA,NA,1,1,36,1,1,11,6,2.6666666666666665,5,4,0.8282468865471464,0,11,3.0125695748048704,1356,1211,1255,836,953.5,723.5,821,302,1022.2857142857143,5.735774774418411,924.4970393369273,1,528,12,528,1,0,528,1,10,1,1,6,5,5,4,5,3,4,5,3,1,1,1,0.5,0.5,0,0,0.5,0,0,1
17,1,1,4,5,4,4,5,5,5,6,1393228087,NA,NA,NA,NA,NA,3,2,43,1,1,4,2,2.6666666666666665,4,3,0.3143560968933898,0,4,3.835500451282805,438.5,838,411,372,475,1125.5,821,1403,640.1428571428571,3.1954312582431914,712.0330013242883,3,17,13,17,1,1,17,1,35,2,1,3,4,3,3,4,4,4,4,4,1,1,1,1,1,1,1,1,0,0,1
827,1,0,1,1,1,1,1,2,1,1,1401372495,NA,NA,NA,NA,NA,4,2,37,1,1,3,4,2.6666666666666665,3.5,3,0.1961133159983577,0,3,12.506207629336519,41,31,22,19.5,25,138,29.5,302,43.714285714285715,4.889427751998641,709.5460814726838,4,827,13,826,0,0,827,0,50,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
19,1,1,7,6,6,5,7,2,7,1,1391047213,NA,NA,NA,NA,NA,2,1,58,0,1,6,3,2,5,3,0.8302997126043519,0,6,13.640798334937287,1356,1211,1255,836,1400,138,1450,302,1092.2857142857142,6.068073504866846,801.4825535896781,2,19,14,19,1,1,19,1,51,3,1,6,5,5,4,6,1,6,6,1,1,0.5,0.5,0.5,1,0,1,0.5,1,0,1
1449,1,1,6,6,6,5,6,3,6,1,1407965017,NA,NA,NA,NA,NA,2,1,62,0,1,7,3,2.3333333333333335,5,4,0.11331599835773912,0,7,5.510942845187175,984.5,1211,1255,836,953.5,328,1208.5,302,968.0714285714286,6.372150521623333,850.3869285163092,2,1449,14,1446,0,0,1449,1,13,4,1,5,5,5,4,5,2,5,5,2,0,0.5,0.5,0.5,0,1,0,0.5,0,1,0
20,1,1,4,4,4,4,4,4,4,1,1392987175,NA,NA,NA,NA,NA,5,3,65,0,1,5,3,1.6666666666666667,1,2,0,0,5,1.101175422605879,438.5,483.5,411,372,239,723.5,432.5,302,442.85714285714283,7.632743395804337,543.3715588297301,5,20,15,20,0,1,20,1,50,3,1,3,3,3,3,3,3,3,NA,NA,1,0,0,0,0,0,0.5,1,1,0,1
21,1,0,2,6,5,5,7,5,4,2,1393230263,NA,NA,NA,NA,NA,4,3,60,0,1,8,4,1.3333333333333333,1,2,0,0,8,16.68335355456246,155.5,1211,835,836,1400,1125.5,432.5,843,856.5,8.779835411306495,548.0243862436536,4,21,15,21,1,0,21,0,0,5,0,1,5,4,4,6,4,3,NA,NA,0,1,1,1,1,1,0.5,0,0,1,0
22,1,0,5,4,3,4,6,2,3,3,1393233773,NA,NA,NA,NA,NA,3,3,23,1,4,7,3,2.3333333333333335,2.5,3,0.4518954427261529,0,7,7.7034786871583965,658.5,483.5,161.5,372,953.5,138,184,1140.5,421.57142857142856,6.342336915560123,517.3064306456214,3,22,16,22,1,1,22,0,52,5,0,4,3,2,3,5,1,2,NA,NA,1,0.5,0.5,0.5,1,0,0,0.5,0,1,0
899,1,0,4,4,3,4,4,3,5,4,1401449681,NA,NA,NA,NA,NA,3,3,27,1,4,9,3,2,3,2,0.20555631586150266,0,9,5.933810662448152,438.5,483.5,161.5,372,239,328,821,1263,406.2142857142857,7.982286168695533,542.5762852383264,3,899,16,898,0,0,899,0,57,4,0,3,3,2,3,3,2,4,NA,NA,0,0.5,0.5,0.5,0,1,1,0.5,1,0,1
23,1,1,6,4,6,4,6,3,6,1,1393228393,NA,NA,NA,NA,NA,3,3,59,1,1,10,4,2.6666666666666665,5,4,0.6823593814150813,0,10,13.052138941692954,984.5,483.5,1255,372,953.5,328,1208.5,302,797.8571428571429,4.211531483691043,920.7859473321449,3,23,17,23,1,1,23,1,13,3,1,5,3,5,3,5,2,5,NA,NA,1,0.5,1,0,0.5,0,1,1,0,0.5,0.5
33,2,0,4,4,4,5,6,6,5,4,1393236917,NA,NA,NA,NA,NA,3,3,59,1,1,8,5,3,5,4,0.6169426577254686,0,8,5.101414239532005,438.5,483.5,411,836,953.5,1339,821,1263,754.6428571428571,4.005586439789097,984.3134483874638,3,33,17,33,0,0,33,0,26,3,0,3,3,3,4,5,5,4,NA,NA,0,0.5,0,1,0.5,1,0,0,1,0.5,0.5
24,1,1,6,5,5,5,7,3,5,2,1390095881,NA,NA,NA,NA,NA,2,1,63,0,1,8,4,2.6666666666666665,5,4,0.9199397837689887,0,8,3.3427286088721173,984.5,838,835,836,1400,328,821,843,863.2142857142857,4.786294875865487,898.4215653912581,2,24,18,24,0,1,24,1,3,2,1,5,4,4,4,6,2,4,6,2,0.5,0.5,0.5,0.5,1,0,0,0.5,0,0,1
394,1,1,6,5,5,5,6,5,6,2,1397224651,NA,NA,NA,NA,NA,3,1,61,0,1,10,5,2,4.5,4,0.7386068153825097,0,10,1.4832300175720952,984.5,838,835,836,953.5,1125.5,1208.5,843,968.7142857142857,3.9991367932782884,876.9134527472323,3,394,18,394,1,0,394,1,8,3,1,5,4,4,4,5,4,5,5,4,0.5,0.5,0.5,0.5,0,1,1,0.5,1,1,0
25,1,0,2,2,2,4,7,4,4,1,1393233805,NA,NA,NA,NA,NA,5,3,50,1,1,NA,3,1.6666666666666667,1.5,4,0,1,6.0595419847328245,15.268925320606755,155.5,120.5,77.5,372,1400,723.5,432.5,302,468.7857142857143,12.835639362300741,535.5462526108029,5,25,19,25,1,1,25,0,1,5,0,1,1,1,3,6,3,3,NA,NA,0.5,0.5,0,1,1,1,1,0.5,0.5,1,0
907,2,0,2,2,3,3,4,2,3,2,1401518647,1298358891,1264629649,1237009583,1178848955,NA,4,3,54,1,1,NA,4,1.3333333333333333,2,4,0.31462980703435056,1,6.0595419847328245,4.29378147444984,155.5,120.5,161.5,133,239,138,184,843,161.64285714285714,11.565765351910088,519.6278855300889,4,907,19,906,0,0,907,0,1,4,0,1,1,2,2,3,1,2,NA,NA,0.5,0.5,1,0,0,0,0,0.5,0.5,0,1
27,1,1,6,5,4,5,4,5,5,1,1393163871,NA,NA,NA,NA,NA,6,2,41,1,1,NA,2,2,3.5,3,0.4279458053920897,1,6.0595419847328245,5.499012875046139,984.5,838,411,836,239,1125.5,821,302,750.7142857142857,9.98025049540961,564.8181804563881,6,27,20,27,1,1,27,1,1,2,1,5,4,3,4,3,4,4,4,3,1,1,1,1,0.5,1,1,0.5,0,0.5,0.5
1437,1,1,4,4,3,3,4,2,4,1,1407935869,NA,NA,NA,NA,NA,5,2,46,1,1,9,3,3,4,2,0.04091966607362801,0,9,4.728224458787292,438.5,483.5,161.5,133,239,138,432.5,302,289.42857142857144,10.53802557708573,847.3092760207193,5,1437,20,1434,0,0,1437,1,3,2,1,3,3,2,2,3,1,3,1,3,0,0,0,0,0.5,0,0,0.5,1,0.5,0.5
29,1,1,6,5,4,4,6,3,5,1,1393052039,NA,NA,NA,NA,NA,1,3,26,1,1,8,4,2,5,4,0.6169426577254686,0,8,3.77861268572793,984.5,838,411,372,953.5,328,821,302,672.5714285714286,7.595625809863513,774.7970373554799,1,29,21,29,1,1,29,1,15,3,1,5,4,3,3,5,2,4,NA,NA,0.5,0.5,0.5,0.5,1,0,1,0.5,1,0,1
891,1,1,6,5,4,4,4,4,4,3,1401409343,NA,NA,NA,NA,NA,1,3,26,1,1,10,5,2,4.5,4,0.8282468865471464,0,10,3.7792012088272533,984.5,838,411,372,239,723.5,432.5,1140.5,571.5,6.755245875864306,789.5821028907761,1,891,21,890,0,0,891,1,9,4,1,5,4,3,3,3,3,3,NA,NA,0.5,0.5,0.5,0.5,0,1,0,0.5,0,1,0
30,1,0,4,4,5,4,5,5,5,1,1393235231,NA,NA,NA,NA,NA,2,3,48,1,1,3,2,2,4,3,0.5496099630491308,0,3,3.7196292258517607,438.5,483.5,835,372,475,1125.5,821,302,650.0714285714286,4.1859167585106976,682.8499186401044,2,30,22,30,1,1,30,0,51,3,0,3,3,4,3,4,4,4,NA,NA,0,1,0,0.5,1,1,1,0.5,1,0,1
811,1,0,5,3,6,4,4,4,4,1,1401065283,NA,NA,NA,NA,NA,2,3,41,1,1,3,3,2,4,4,0.46147529765977824,0,3,15.42245696078285,658.5,238.5,1255,372,239,723.5,432.5,302,559.8571428571429,3.6515578139939917,652.4521758214278,2,811,22,810,0,0,811,0,3,5,0,4,2,5,3,3,3,3,NA,NA,1,0,1,0.5,0,0,0,0.5,0,1,0
31,1,0,3,3,4,3,3,3,3,2,1392830473,NA,NA,NA,NA,NA,6,3,31,1,1,2,4,2,2.5,1,0,0,2,5.314858345095725,272,238.5,411,133,107,328,184,843,239.07142857142858,10.833761404399906,488.77090589054075,6,31,23,31,1,1,31,0,47,4,0,2,2,3,2,2,2,2,NA,NA,1,1,1,1,1,1,1,0,1,1,0
34,1,1,1,1,1,1,1,1,1,1,1392661561,NA,NA,NA,NA,NA,6,3,37,1,1,1,4,3,2.5,1,0.9199397837689887,0,1,12.30180202740861,41,31,22,19.5,25,31,29.5,302,28.428571428571427,18.631268226766856,554.1079816767124,6,34,23,34,0,0,34,1,26,3,1,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,1,0,0,1
32,1,0,1,2,4,3,6,4,2,2,1392569177,NA,NA,NA,NA,NA,3,3,31,1,1,4,4,2,2,3,0.9199397837689887,0,4,16.0832122935052,41,120.5,411,133,953.5,723.5,94.5,843,353.85714285714283,7.1917853082875185,498.20365834932323,3,32,24,32,0,1,32,0,0,5,0,0,1,3,2,5,3,1,NA,NA,0.5,0,0.5,1,0,0,0,0.5,0,0.5,0.5
1014,1,0,1,4,4,2,7,5,3,4,1402618997,NA,NA,NA,NA,NA,4,3,33,1,1,NA,2,1.3333333333333333,3,2,0.542493499384152,1,6.0595419847328245,31.62555747888994,41,483.5,411,65,1400,1125.5,184,1263,530,11.213983515009613,527.8871513232764,4,1014,24,1013,1,0,1014,0,76,5,0,0,3,3,1,6,4,2,NA,NA,0.5,1,0.5,0,1,1,1,0.5,1,0.5,0.5
35,1,0,1,4,4,4,4,4,4,2,1393237403,NA,NA,NA,NA,NA,4,2,51,1,1,7,2,1,2.5,4,0.9199397837689887,0,7,8.705847664439586,41,483.5,411,372,239,723.5,432.5,843,386.07142857142856,9.823916918717336,514.9578358263899,4,35,25,35,1,1,35,0,51,5,0,0,3,3,3,3,3,3,3,3,0,1,1,1,1,1,1,0.5,1,1,0
533,1,0,2,2,3,3,3,3,3,1,1398594287,NA,NA,NA,NA,NA,4,2,49,1,1,7,3,1,2,1,0.9199397837689887,0,7,4.450251910886159,155.5,120.5,161.5,133,107,328,184,302,169.92857142857142,9.04918076312205,437.22247780224933,4,533,25,533,0,0,533,0,2,4,0,1,1,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0.5,0,0,1
36,2,1,5,5,5,5,5,4,5,3,1393230391,NA,NA,NA,NA,NA,2,3,76,1,1,2,4,2.6666666666666665,4,3,0.7065827288901053,0,2,0.5759614623117102,658.5,838,835,836,475,723.5,821,1140.5,741,8.497093075205589,889.6903266331976,2,36,26,36,0,1,36,1,2,3,1,4,4,4,4,4,3,4,NA,NA,0,0,0,0.5,0,0,0.5,0.5,0,0,1
911,2,1,7,6,6,5,6,5,5,2,1401565109,NA,NA,NA,NA,NA,2,3,74,1,1,4,5,3,4,4,0.5831394553168194,0,4,3.6445369798670666,1356,1211,1255,836,953.5,1125.5,821,843,1079.7142857142858,7.6815306977891735,958.8194174435963,2,911,26,910,1,0,911,1,10,4,1,6,5,5,4,5,4,4,NA,NA,1,1,1,0.5,1,1,0.5,0.5,1,1,0
37,1,0,5,6,5,6,5,6,5,3,1393239615,NA,NA,NA,NA,NA,4,2,31,0,4,2,2,2,2,3,0,0,2,6.041432993421348,658.5,1211,835,1278.5,475,1339,821,1140.5,945.4285714285714,7.5304321162429675,551.7695689968109,4,37,27,37,1,1,37,0,58,1,0,4,5,4,5,4,5,4,5,4,1,1,1,1,1,1,1,0.5,1,0,1
454,1,0,1,1,1,1,1,1,1,1,1397383127,NA,NA,NA,NA,NA,5,2,36,0,4,1,3,1,3,3,0.7361434241138632,0,1,12.30180202740861,41,31,22,19.5,25,31,29.5,302,28.428571428571427,7.381536469209874,491.05737213956013,5,454,27,454,0,0,454,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0
39,2,0,6,6,6,6,7,5,4,1,1392889835,1298104363,1266859767,1236992517,1178399685,NA,4,3,71,0,1,4,6,1,2.5,4,0.4279458053920897,0,4,6.965910018894364,984.5,1211,1255,1278.5,1400,1125.5,432.5,302,1098.142857142857,11.412210468405332,647.36211906021,4,39,28,39,1,1,39,0,8,4,0,5,5,5,5,6,4,3,NA,NA,1,1,1,1,1,1,0.5,0,0,0.5,0.5
913,2,1,5,5,4,3,3,4,4,1,1401503991,1299490529,NA,1236750165,NA,NA,5,3,67,0,1,3,5,1,1.5,4,0.19775557684412207,0,3,7.094066613149174,658.5,838,411,133,107,723.5,432.5,302,471.92857142857144,10.392894916417847,524.1854486785536,5,913,28,912,0,0,913,1,26,4,1,4,4,3,2,2,3,3,NA,NA,0,0,0,0,0,0,0.5,1,1,0.5,0.5
40,1,1,6,6,6,6,6,6,6,1,1393222793,NA,NA,NA,NA,NA,4,2,33,0,1,9,5,1,3.5,2,0.3071027781579307,0,9,2.140433548048363,984.5,1211,1255,1278.5,953.5,1339,1208.5,302,1175.7142857142858,8.426761230813158,586.9173149333569,4,40,29,40,1,1,40,1,69,1,1,5,5,5,5,5,5,5,5,5,0.5,1,1,1,0.5,1,1,0.5,1,0.5,0.5
395,1,1,6,5,5,5,6,4,5,1,1396991921,NA,NA,NA,NA,NA,5,2,36,0,1,9,5,2,2.5,5,0.27589982208840835,0,9,0.643733965147904,984.5,838,835,836,953.5,723.5,821,302,855.9285714285714,9.732926215009142,586.5088555509126,5,395,29,395,0,0,395,1,0,1,1,5,4,4,4,5,3,4,3,5,0.5,0,0,0,0.5,0,0,0.5,0,0.5,0.5
41,1,1,5,4,4,4,5,2,6,6,1393235079,NA,NA,NA,NA,NA,3,3,56,0,1,4,3,2,4,2,0.04091966607362801,0,4,9.332742718334224,658.5,483.5,411,372,475,138,1208.5,1403,535.2142857142857,6.58548969409361,733.7340498171803,3,41,30,41,0,1,41,1,3,3,1,4,3,3,3,4,1,5,NA,NA,0,0,0,0,0,0,1,0.5,0,0,1
975,2,1,6,5,5,5,6,4,5,1,1401653467,1304101663,1267211399,NA,1179770247,NA,3,3,52,0,1,4,5,2,4.5,5,0.8302997126043519,0,4,0.643733965147904,984.5,838,835,836,953.5,723.5,821,302,855.9285714285714,6.960480040916349,801.4913789689774,3,975,30,974,1,0,975,1,10,4,1,5,4,4,4,5,3,4,NA,NA,1,1,1,1,1,1,0,0.5,1,1,0
42,2,1,7,6,6,6,7,2,4,2,1393237341,NA,NA,NA,NA,NA,1,1,37,1,1,2,5,3,4.5,3,0.9199397837689887,0,2,10.618210840683247,1356,1211,1255,1278.5,1400,138,432.5,843,1010.1428571428571,8.708291813052197,869.4327187884081,1,42,31,42,1,1,42,1,5,4,1,6,5,5,5,6,1,3,6,1,0.5,0.5,1,1,1,0,0,0.5,0.5,0.5,0.5
906,2,1,7,6,5,5,6,4,5,4,1401518637,1298453589,1270431305,NA,NA,NA,1,1,32,1,1,4,6,2,5,4,0.4256192691939235,0,4,2.6467933274403914,1356,1211,835,836,953.5,723.5,821,1263,962.2857142857143,9.43574703400914,796.1427210925665,1,906,31,905,0,0,906,1,5,4,1,6,5,4,4,5,3,4,5,3,0.5,0.5,0,0,0,1,1,0.5,0.5,0.5,0.5
43,1,1,6,6,5,5,6,4,6,2,1390757259,NA,NA,NA,NA,NA,1,3,62,1,1,6,4,3,5,3,0.6321335705487887,0,6,2.567986267543457,984.5,1211,835,836,953.5,723.5,1208.5,843,964.5714285714286,5.399632833916083,969.4585978087122,1,43,32,43,1,1,43,1,36,3,1,5,5,4,4,5,3,5,NA,NA,1,0.5,0,0.5,0.5,0.5,1,0.5,1,0,1
1357,2,1,5,6,6,5,6,4,5,1,1407424007,NA,NA,NA,NA,NA,1,3,64,1,1,6,5,3,5,2,0.9199397837689887,0,6,3.4806094689589613,658.5,1211,1255,836,953.5,723.5,821,302,922.6428571428571,10.776875049129288,978.2441497072269,1,1357,32,1355,0,0,1357,1,11,4,1,4,5,5,4,5,3,4,NA,NA,0,0.5,1,0.5,0.5,0.5,0,0.5,0,1,0
44,1,0,4,4,4,4,6,6,6,4,1393212681,NA,NA,NA,NA,NA,6,3,42,1,4,6,3,2,4,3,0.04091966607362801,0,6,7.3784117887130085,438.5,483.5,411,372,953.5,1339,1208.5,1263,743.7142857142857,6.440235396808575,668.8698256392855,6,44,33,44,1,1,44,0,2,3,0,3,3,3,3,5,5,5,NA,NA,0,0.5,0.5,0.5,0.5,1,1,0,0,0.5,0.5
359,1,1,6,4,4,4,6,2,4,3,1396197129,NA,NA,NA,NA,NA,6,3,42,1,4,NA,5,2,4,3,0.8186670316135211,1,6.0595419847328245,5.051996971390798,984.5,483.5,411,372,953.5,138,432.5,1140.5,539.2857142857143,14.0150585893321,696.9656667697888,6,359,33,359,0,0,359,1,25,3,1,5,3,3,3,5,1,3,NA,NA,1,0.5,0.5,0.5,0.5,0,0,1,1,0.5,0.5
