row_id,sample,outcome.x,q60_1,q60_2,q60_3,q60_4,q60_5,q60_6,q60_7,q25_new,caseid_BROW0017,caseid_BROW0016,caseid_BROW0015,caseid_BROW0014,caseid_BROW0013,caseid,ideo5,dem_rep_oth,age,female,race_new,faminc_new,educ,trust_in_govt,trust_in_science,covid_subj_know,relig_scale,faminc_new.NA,faminc_new_Imp,percdist,q60_1_rank,q60_2_rank,q60_3_rank,q60_4_rank,q60_5_rank,q60_6_rank,q60_7_rank,q25_new_rank,avg_perc_rank,covmh,ps,orig_id,id.x,bm,match_id,rankperc,grp,id.y,outcome.y,q22,q59_1,outcome,q60_1a,q60_2a,q60_3a,q60_4a,q60_5a,q60_6a,q60_7a,q60_ingroup,q60_outgroup,q60_1a_rank,q60_2a_rank,q60_3a_rank,q60_4a_rank,q60_5a_rank,q60_6a_rank,q60_7a_rank,outcome_rank,q22_rank,q59_1_rank,q59_1_rank_inv
1347,2,1,4,5,6,6,6,4,5,2,1407193645,NA,NA,NA,NA,NA,2,1,53,0,4,2,5,2.6666666666666665,4.5,3,0.5104694128917475,0,2,4.749594730128519,438.5,838,1255,1278.5,953.5,723.5,821,843,901.1428571428571,5.929060526947105,838.0742096560014,2,1347,125,1345,1,0,1347,1,13,4,1,3,4,5,5,5,3,4,5,3,0.5,0,1,1,1,0.5,0.5,0.5,0,0.5,0.5
181,1,1,6,5,5,5,6,4,6,2,1394500521,NA,1269095927,NA,NA,NA,1,3,25,0,1,8,5,2,5,4,0.9199397837689887,0,8,1.6946813659495992,984.5,838,835,836,953.5,723.5,1208.5,843,911.2857142857143,7.530747772041825,788.1474488615272,1,181,126,181,0,1,181,1,8,2,1,5,4,4,4,5,3,5,NA,NA,0.5,0,0,0.5,0.5,0.5,0.5,0.5,1,1,0
1156,1,1,6,6,6,5,6,4,6,2,1403674843,NA,NA,NA,NA,NA,1,3,28,0,1,6,4,2,5,4,0.9199397837689887,0,6,3.0514952371997928,984.5,1211,1255,836,953.5,723.5,1208.5,843,1024.5714285714287,7.001353510067784,754.8739806283021,1,1156,126,1155,1,0,1156,1,4,1,1,5,5,5,4,5,3,5,NA,NA,0.5,1,1,0.5,0.5,0.5,0.5,0.5,0,0,1
182,1,1,5,4,5,5,4,5,5,2,1394500415,NA,NA,NA,NA,NA,4,3,49,1,1,7,5,2,3,3,0.2125359244560011,0,7,3.7424864551666888,658.5,483.5,835,836,239,1125.5,821,843,714.0714285714286,3.4966838011906813,678.7864354157251,4,182,127,182,0,1,182,1,11,3,1,4,3,4,4,3,4,4,NA,NA,0.5,0,0.5,0.5,0,0,0.5,1,0,0,1
991,2,0,5,5,5,5,6,7,5,2,1402476837,NA,NA,NA,NA,NA,4,3,45,1,1,8,4,2,3.5,3,0.7740522786369234,0,8,7.2214434118646595,658.5,838,835,836,953.5,1465,821,843,915.2857142857143,3.32543666139306,715.3872821943079,4,991,127,990,1,0,991,0,26,5,0,4,4,4,4,5,6,4,NA,NA,0.5,1,0.5,0.5,1,1,0.5,0,1,1,0
183,2,1,4,4,4,4,4,4,4,4,1394473087,1301800007,1264543525,1236088609,1179791095,NA,6,3,57,1,1,4,4,2,2.5,3,0.5344190502258107,0,4,1.101175422605879,438.5,483.5,411,372,239,723.5,432.5,1263,442.85714285714283,5.415887557554105,551.8257531044706,6,183,128,183,1,1,183,1,26,3,1,3,3,3,3,3,3,3,NA,NA,1,1,1,1,1,1,1,1,0,0,1
560,1,0,2,2,2,3,2,2,2,2,1398642447,NA,NA,NA,NA,NA,6,3,56,1,1,6,2,1.3333333333333333,3,3,0.3065553578760092,0,6,7.58563196721085,155.5,120.5,77.5,133,65.5,138,94.5,843,112.07142857142857,4.875704351810044,495.94256354205135,6,560,128,559,0,0,560,0,50,4,0,1,1,1,2,1,1,1,NA,NA,0,0,0,0,0,0,0,0,1,1,0
184,2,1,5,5,5,5,5,4,5,2,1394497413,1298770557,1266183831,NA,1177377489,NA,2,1,42,1,1,7,4,3,5,4,0.7982756261119474,0,7,0.5759614623117102,658.5,838,835,836,475,723.5,821,843,741,3.32439971648873,894.1741225473254,2,184,129,184,0,1,184,1,6,4,1,4,4,4,4,4,3,4,4,3,0,0,0,0,0,0.5,0,0.5,1,1,0
191,1,1,7,6,6,6,6,4,6,2,1394304597,NA,NA,NA,NA,NA,1,1,48,1,1,5,3,3,4.5,4,0.6169426577254686,0,5,2.660591127376872,1356,1211,1255,1278.5,953.5,723.5,1208.5,843,1140.857142857143,3.862761571475958,869.4313719982721,1,191,129,191,1,0,191,1,4,3,1,6,5,5,5,5,3,5,5,3,1,1,1,1,1,0.5,1,0.5,0,0,1
185,1,0,4,4,2,4,2,2,3,2,1394505177,NA,NA,NA,NA,NA,4,2,21,0,1,16,5,2.3333333333333335,3.5,4,0.7386068153825097,0,16,15.918095330769924,438.5,483.5,77.5,372,65.5,138,184,843,251.28571428571428,10.441478705166386,782.2804210974249,4,185,130,185,0,1,185,0,14,4,0,3,3,1,3,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0
496,2,1,7,7,7,6,6,5,6,3,1394691717,NA,NA,NA,NA,NA,4,2,22,0,1,13,5,2.3333333333333335,4.5,5,0.5344190502258107,0,13,4.137849038755183,1356,1456.5,1474,1278.5,953.5,1125.5,1208.5,1140.5,1264.642857142857,11.36060066284262,832.5275495408785,4,496,130,496,1,0,496,1,50,3,1,6,6,6,5,5,4,5,4,5,1,1,1,1,1,1,1,1,1,0,1
188,1,1,6,7,5,5,6,4,5,2,1394498473,NA,NA,NA,NA,NA,2,3,67,1,4,NA,5,3,5,3,0.6321335705487887,1,6.0595419847328245,5.8555002745641715,984.5,1456.5,835,836,953.5,723.5,821,843,944.2857142857143,14.291565738221955,1004.4942890899898,2,188,131,188,1,1,188,1,24,4,1,5,6,4,4,5,3,4,NA,NA,0.5,1,1,1,1,1,0.5,0.5,1,0,1
954,2,1,6,4,4,4,5,2,5,1,1401819871,NA,NA,NA,NA,NA,3,3,68,1,4,NA,3,2,5,4,0.8302997126043519,1,6.0595419847328245,5.48898285912129,984.5,483.5,411,372,475,138,821,302,526.4285714285714,13.319808010268323,853.9477217072194,3,954,131,953,0,0,954,1,23,5,1,5,3,3,3,4,1,4,NA,NA,0.5,0,0,0,0,0,0.5,0.5,0,1,0
190,1,1,4,7,4,4,5,3,3,5,1394526463,NA,NA,NA,NA,NA,1,1,51,0,1,8,4,2,4.5,2,0.7386068153825097,0,8,17.316457865053867,438.5,1456.5,411,372,475,328,184,1349.5,523.5714285714286,7.150042869571575,796.1703103992605,1,190,132,190,0,1,190,1,1,2,1,3,6,3,3,4,2,2,4,2,0,1,0,0.5,0.5,0,0,0.5,0,0.5,0.5
1080,1,1,6,4,5,4,5,4,5,2,1402881423,NA,NA,NA,NA,NA,2,1,45,0,1,10,6,2.3333333333333335,5,5,0.2687833584234296,0,10,3.9884969888798416,984.5,483.5,835,372,475,723.5,821,843,670.6428571428571,6.634268977703087,851.9297466718707,2,1080,132,1079,1,0,1080,1,3,2,1,5,3,4,3,4,3,4,4,3,1,0,1,0.5,0.5,1,1,0.5,1,0.5,0.5
194,1,1,7,5,6,7,7,2,7,2,1394457457,NA,NA,NA,NA,NA,3,3,59,1,1,4,2,3,4.5,4,0.9199397837689887,0,4,19.87711222581779,1356,838,1255,1476,1400,138,1450,843,1130.4285714285713,6.710278584039546,874.23383916903515,3,194,133,194,0,1,194,1,8,1,1,6,4,5,6,6,1,6,NA,NA,1,0,0.5,1,1,0,1,0.5,0,0,1
686,1,1,6,6,6,6,6,6,6,1,1399718067,NA,NA,NA,NA,NA,4,3,56,1,1,2,3,2.6666666666666665,4,4,0.04091966607362801,0,2,2.140433548048363,984.5,1211,1255,1278.5,953.5,1339,1208.5,302,1175.7142857142858,5.300414901639792,828.1191608375626,4,686,133,685,1,0,686,1,16,3,1,5,5,5,5,5,5,5,NA,NA,0,1,0.5,0,0,1,0,0.5,1,1,0
196,1,1,5,4,3,6,5,6,4,4,1394535451,NA,NA,NA,NA,NA,2,1,29,0,1,7,5,2.3333333333333335,3.5,4,0.5531681948816203,0,7,18.826008997019247,658.5,483.5,161.5,1278.5,475,1339,432.5,1263,689.7857142857143,5.044494624206087,678.7599278061053,2,196,134,196,1,1,196,1,80,2,1,4,3,2,5,4,5,3,4,5,1,1,0,1,0.5,1,1,0.5,0,0,1
503,1,1,2,3,4,5,5,4,3,4,1397453415,NA,NA,NA,NA,NA,3,1,33,0,1,10,5,2.6666666666666665,3.5,3,0.3560968933899,0,10,5.809277138507413,155.5,238.5,411,836,475,723.5,184,1263,431.92857142857144,5.549932252060409,719.5517882973802,3,503,134,503,0,0,503,1,82,4,1,1,2,3,4,4,3,2,4,3,0,0,1,0,0.5,0,0,0.5,1,1,0
198,1,1,6,4,5,5,6,4,6,2,1394230661,NA,NA,NA,NA,NA,2,1,65,1,1,9,3,1.6666666666666667,5,4,0.16231011358970848,0,9,3.7585865922208193,984.5,483.5,835,836,953.5,723.5,1208.5,843,860.6428571428571,11.77819302297841,813.3123546159835,2,198,135,198,1,1,198,1,9,1,1,5,3,4,4,5,3,5,5,3,1,0,0.5,1,0.5,1,1,0.5,1,0,1
1010,1,1,4,5,5,4,6,3,3,2,1402584695,NA,NA,NA,NA,NA,2,1,61,1,1,NA,3,2,4.5,4,0.3065553578760092,1,6.0595419847328245,6.7331686674515865,438.5,838,835,372,953.5,328,184,843,564.1428571428571,11.623019364380816,756.9610019647282,2,1010,135,1009,0,0,1010,1,7,4,1,3,4,4,3,5,2,2,5,2,0,1,0.5,0,0.5,0,0,0.5,0,1,0
199,1,1,6,6,6,5,6,4,5,2,1394535161,NA,NA,NA,NA,NA,2,1,28,0,1,10,5,4,5,4,0.7086355549473107,0,10,2.4717038299841354,984.5,1211,1255,836,953.5,723.5,821,843,969.2142857142857,7.190718026017287,1148.2229969291354,2,199,136,199,1,1,199,1,0,1,1,5,5,5,4,5,3,4,5,3,0.5,0.5,0.5,1,1,1,0.5,0.5,0,0,1
1416,1,1,6,6,6,4,5,3,5,1,1408100811,NA,NA,NA,NA,NA,3,1,26,0,1,7,5,3.3333333333333335,5,4,0.6169426577254686,0,7,7.816509605400146,984.5,1211,1255,372,475,328,821,302,778.0714285714286,7.209101802568045,962.1191492915804,3,1416,136,1414,0,0,1416,1,16,4,1,5,5,5,3,4,2,4,4,2,0.5,0.5,0.5,0,0,0,0.5,0.5,1,1,0
200,1,1,4,4,4,4,4,4,4,4,1394478097,NA,NA,NA,NA,NA,3,3,26,0,3,1,4,2.6666666666666665,3.5,4,0.31914602436020245,0,1,1.101175422605879,438.5,483.5,411,372,239,723.5,432.5,1263,442.85714285714283,7.583261352844489,630.9872649590976,3,200,137,200,0,1,200,1,51,3,1,3,3,3,3,3,3,3,NA,NA,1,0,1,0,1,0.5,0,1,0,0,1
358,1,0,1,6,3,6,3,4,5,3,1396348255,NA,NA,NA,NA,NA,3,3,19,0,3,3,4,2.6666666666666665,3,3,0.5998357739154235,0,3,41.740142187259,41,1211,161.5,1278.5,107,723.5,821,1140.5,620.5,6.510127294174858,607.35223900414735,3,358,137,358,1,0,358,0,64,4,0,0,5,2,5,2,3,4,NA,NA,0,1,0,1,0,0.5,1,0,1,1,0
201,1,1,4,4,4,5,5,3,4,2,1394319137,NA,NA,NA,NA,NA,1,1,38,1,1,7,4,2,4,2,0.9199397837689887,0,7,2.402245068176898,438.5,483.5,411,836,475,328,432.5,843,486.35714285714283,7.038362079096285,695.8560764875314,1,201,138,201,0,1,201,1,8,4,1,3,3,3,4,4,2,3,4,2,0.5,0,0,0.5,0,0,0,0.5,0,0.5,0.5
780,1,1,4,5,5,5,6,4,5,1,1400751519,NA,NA,NA,NA,NA,1,1,31,1,1,5,5,2.6666666666666665,5,3,0.6748323525386614,0,5,1.751295937386222,438.5,838,835,836,953.5,723.5,821,302,777.9285714285714,5.612565280636355,861.4419381314917,1,780,138,779,1,0,780,1,47,4,1,3,4,4,4,5,3,4,5,3,0.5,1,1,0.5,1,1,1,0.5,1,0.5,0.5
202,1,0,5,4,4,4,7,3,3,1,1394102085,NA,NA,NA,NA,NA,5,3,64,0,1,7,5,1.3333333333333333,2.5,4,0,0,7,8.220191669205384,658.5,483.5,411,372,1400,328,184,302,548.1428571428571,7.315952870200823,676.1686359070087,5,202,139,202,0,1,202,0,5,5,0,4,3,3,3,6,2,2,NA,NA,0,0.5,0.5,0,1,0,0,0,0.5,1,0
750,1,1,7,4,4,5,4,4,4,1,1400467101,NA,NA,NA,NA,NA,5,3,59,0,1,8,5,1,3,4,0.08416586834542218,0,8,9.086464853207582,1356,483.5,411,836,239,723.5,432.5,302,640.2142857142857,6.716069039938591,641.4598278845219,5,750,139,749,1,0,750,1,5,3,1,6,3,3,4,3,3,3,NA,NA,1,0.5,0.5,1,0,1,1,1,0.5,0,1
203,1,0,1,4,5,5,6,6,6,1,1394304075,NA,NA,NA,NA,NA,2,1,33,1,1,2,2,2,4,3,0.5107431230327083,0,2,14.863869584820442,41,483.5,835,836,953.5,1339,1208.5,302,813.7857142857143,5.428235043192098,638.222767539755,2,203,140,203,1,1,203,0,50,5,0,0,3,4,4,5,5,5,5,5,0,0,0.5,0.5,0.5,1,1,0,1,1,0
1455,1,1,5,5,5,5,6,4,5,2,1408150871,NA,NA,NA,NA,NA,2,1,39,1,1,3,2,2.6666666666666665,4,4,0.5344190502258107,0,3,0.422629259369282,658.5,838,835,836,953.5,723.5,821,843,809.3571428571429,4.662353638124511,715.7235045000415,2,1455,140,1452,0,0,1455,1,12,3,1,4,4,4,4,5,3,4,5,3,1,1,0.5,0.5,0.5,0,0,1,0,0,1
204,1,0,6,4,5,6,5,4,6,2,1393928205,NA,NA,NA,NA,NA,3,3,36,1,1,NA,4,2,4,3,0.1929656493773094,1,6.0595419847328245,7.436858494102094,984.5,483.5,835,1278.5,475,723.5,1208.5,843,855.5,10.33811884586056,685.2977972868226,3,204,141,204,1,1,204,0,44,4,0,5,3,4,5,4,3,5,NA,NA,0.5,0,0.5,1,0.5,0.5,1,0,0,1,0
319,1,1,6,5,5,5,5,4,4,2,1395946009,NA,NA,NA,NA,NA,2,3,39,1,1,4,6,2,4.5,2,0.27589982208840835,0,4,1.9669037067281745,984.5,838,835,836,475,723.5,432.5,843,732.0714285714286,10.54690801422517,747.5300278587164,2,319,141,319,0,0,319,1,60,2,1,5,4,4,4,4,3,3,NA,NA,0.5,1,0.5,0,0.5,0.5,0,1,1,0,1
205,2,1,6,5,5,5,6,3,7,2,1394551669,1297989901,1265262307,1236891855,1178649655,NA,3,3,81,1,1,4,4,2,3.5,4,0.5496099630491308,0,4,8.513752468661679,984.5,838,835,836,953.5,328,1450,843,889.2857142857143,5.4632259866343205,814.0367085106996,3,205,142,205,0,1,205,1,1,4,1,5,4,4,4,5,2,6,NA,NA,0.5,0,0,0,0.5,0,1,0.5,0,0.5,0.5
1485,1,1,6,6,6,6,6,4,6,4,1408254705,NA,NA,NA,NA,NA,3,3,80,1,1,6,2,2,3.5,3,0.12111673737511972,0,6,2.6955556417882915,984.5,1211,1255,1278.5,953.5,723.5,1208.5,1263,1087.7857142857142,6.433939193652712,801.6731026524276,3,1485,142,1482,1,0,1485,1,49,4,1,5,5,5,5,5,3,5,NA,NA,0.5,1,1,1,0.5,1,0,0.5,1,0.5,0.5
208,1,0,5,5,6,6,4,4,4,1,1394360223,NA,NA,NA,NA,NA,6,3,49,1,1,2,2,2,3,2,0.42821951553305043,0,2,7.873186391872814,658.5,838,1255,1278.5,239,723.5,432.5,302,775,5.267309664325659,507.4723003529944,6,208,143,208,1,1,208,0,1,4,0,4,4,5,5,3,3,3,NA,NA,1,1,1,1,0.5,0.5,0.5,0.5,1,0,1
821,2,0,2,2,2,3,4,4,4,1,1401327611,1299024381,1265639167,1237142295,NA,NA,6,3,47,1,1,5,2,2.3333333333333335,3,3,0.6169426577254686,0,5,6.9627254589654335,155.5,120.5,77.5,133,239,723.5,432.5,302,268.7857142857143,5.220078053522959,578.7275144462949,6,821,143,820,0,0,821,0,0,5,0,1,1,1,2,3,3,3,NA,NA,0,0,0,0,0.5,0.5,0.5,0.5,0,1,0
209,1,1,6,6,6,5,6,6,6,1,1394576989,NA,NA,NA,NA,NA,3,3,26,0,1,9,4,3,4,4,0.5496099630491308,0,9,3.763247330145585,984.5,1211,1255,836,953.5,1339,1208.5,302,1112.5,6.386962379359623,795.3871270676775,3,209,144,209,1,1,209,1,13,3,1,5,5,5,4,5,5,5,NA,NA,1,1,0.5,0.5,0.5,1,1,0.5,1,1,0
1311,2,1,4,5,6,5,6,4,5,5,1399444385,NA,1266739751,NA,NA,NA,3,3,21,0,1,6,3,3,4.5,4,0.31914602436020245,0,6,4.533138816907883,438.5,838,1255,836,953.5,723.5,821,1349.5,837.9285714285714,6.475146144529955,765.1959392407662,3,1311,144,1309,0,0,1311,1,5,2,1,3,4,5,4,5,3,4,NA,NA,0,0,0.5,0.5,0.5,0,0,0.5,0,0,1
210,1,1,5,4,5,5,6,4,5,2,1394558091,NA,NA,NA,NA,NA,3,3,33,0,1,6,5,3,4.5,4,0.7086355549473107,0,6,1.3174664784014727,658.5,483.5,835,836,953.5,723.5,821,843,758.7142857142857,4.672315403332901,883.8740775890137,3,210,145,210,0,1,210,1,5,2,1,4,3,4,4,5,3,4,NA,NA,0,0,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5
614,1,1,6,5,5,5,6,4,5,2,1399409601,NA,NA,NA,NA,NA,2,3,37,0,1,9,5,2.6666666666666665,4.5,3,0.8302997126043519,0,9,0.643733965147904,984.5,838,835,836,953.5,723.5,821,843,855.9285714285714,4.146485753394618,843.0401009950257,2,614,145,613,1,0,614,1,2,2,1,5,4,4,4,5,3,4,NA,NA,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5
212,1,1,5,6,5,5,6,4,6,1,1392899281,NA,NA,NA,NA,NA,3,3,64,0,1,12,5,2.3333333333333335,4.5,4,0.4781716162583822,0,12,3.8008272357952224,658.5,1211,835,836,953.5,723.5,1208.5,302,918,3.659452767283922,904.9848535407568,3,212,146,212,0,1,212,1,9,2,1,4,5,4,4,5,3,5,NA,NA,0,0.5,0,0,0,0,0.5,0.5,0,1,0
1096,1,1,6,6,6,6,7,6,6,1,1402894147,NA,NA,NA,NA,NA,3,3,59,0,1,9,6,2.3333333333333335,4,4,0.17161625838237302,0,9,2.662928915941026,984.5,1211,1255,1278.5,1400,1339,1208.5,302,1239.5,4.1978201760511995,845.1110670047415,3,1096,146,1095,1,0,1096,1,15,1,1,5,5,5,5,6,5,5,NA,NA,1,0.5,1,1,1,1,0.5,0.5,1,0,1
215,1,1,6,6,5,5,6,3,5,2,1394586445,NA,NA,NA,NA,NA,3,3,34,0,1,10,4,3,5,4,0.7982756261119474,0,10,3.0160564825891,984.5,1211,835,836,953.5,328,821,843,852.7142857142857,6.538639877193719,901.520637105754,3,215,147,215,0,1,215,1,1,2,1,5,5,4,4,5,2,4,NA,NA,0,0.5,0,0.5,0.5,0,0,0.5,0,0,1
787,1,1,7,6,6,5,6,4,6,1,1400772511,NA,NA,NA,NA,NA,2,3,39,0,1,9,6,2.6666666666666665,4.5,4,0.9199397837689887,0,9,3.0435101260474333,1356,1211,1255,836,953.5,723.5,1208.5,302,1077.642857142857,5.352699409471862,858.8026764539808,2,787,147,786,1,0,787,1,12,4,1,6,5,5,4,5,3,5,NA,NA,1,0.5,1,0.5,0.5,1,1,0.5,1,1,0
218,1,0,3,4,4,4,5,4,4,1,1394605305,NA,NA,NA,NA,NA,4,3,43,0,1,8,2,1.6666666666666667,1,5,0.5344190502258107,0,8,1.691234414897566,272,483.5,411,372,475,723.5,432.5,302,452.7857142857143,11.939974838915902,467.5860976710615,4,218,148,218,0,1,218,0,50,5,0,2,3,3,3,4,3,3,NA,NA,0.5,1,0.5,0,0,0.5,0.5,0.5,1,1,0
1161,1,0,3,3,4,5,6,4,4,1,1403674853,NA,NA,NA,NA,NA,3,3,41,0,1,NA,3,1,2,5,0.19351306965923085,1,6.0595419847328245,3.8856582464305487,272,238.5,411,836,953.5,723.5,432.5,302,552.4285714285714,17.180630185410312,410.0188003865304,3,1161,148,1160,1,0,1161,0,0,3,0,2,2,3,4,5,3,3,NA,NA,0.5,0,0.5,1,1,0.5,0.5,0.5,0,0,1
219,1,0,6,5,4,4,6,3,5,2,1394583665,NA,NA,NA,NA,NA,5,3,27,0,1,1,3,1.6666666666666667,4.5,3,0.38702613931846164,0,1,3.77861268572793,984.5,838,411,372,953.5,328,821,843,672.5714285714286,11.488438971589023,639.5616294547638,5,219,149,219,0,1,219,0,26,5,0,5,4,3,3,5,2,4,NA,NA,0,0.5,0,0,1,0,0.5,0,1,1,0
388,1,1,7,5,5,5,5,4,5,3,1397209619,NA,NA,NA,NA,NA,6,3,28,0,1,1,5,2,4.5,3,0.9199397837689887,0,1,2.655420352009073,1356,838,835,836,475,723.5,821,1140.5,840.6428571428571,16.456940164640145,676.8250395600334,6,388,149,388,1,0,388,1,3,3,1,6,4,4,4,4,3,4,NA,NA,1,0.5,1,1,0,1,0.5,1,0,0,1
222,1,1,6,6,6,5,5,3,2,1,1394633539,NA,NA,NA,NA,NA,1,1,25,1,1,5,3,3,5,2,0.3560968933899,0,5,15.0932579787548,984.5,1211,1255,836,475,328,94.5,302,740.5714285714286,10.677116662605098,794.5165126959816,1,222,150,222,1,1,222,1,13,1,1,5,5,5,4,4,2,1,4,2,1,1,1,1,0.5,0,0,1,0,0.5,0.5
460,2,0,5,5,5,4,5,5,5,5,1397491495,NA,NA,NA,NA,NA,1,1,28,1,1,3,2,3,4,4,0.9199397837689887,0,3,2.895142405020175,658.5,838,835,372,475,1125.5,821,1349.5,732.1428571428571,9.89439568992163,757.7163372071778,1,460,150,460,0,0,460,0,75,1,0,4,4,4,3,4,4,4,4,4,0,0,0,0,0.5,1,1,0,1,0.5,0.5
223,1,0,2,2,2,2,1,1,1,1,1394634449,NA,NA,NA,NA,NA,6,3,31,1,1,2,3,1,1.5,1,0.656083207882852,0,2,11.49736862110017,155.5,120.5,77.5,65,25,31,29.5,302,72,8.881620851812663,282.9103812172706,6,223,151,223,0,1,223,0,47,5,0,1,1,1,1,0,0,0,NA,NA,0,0,0,0,0,0,0,0.5,0,1,0
1274,1,0,5,4,4,6,4,4,4,1,1405169887,NA,NA,NA,NA,NA,6,3,28,1,1,1,2,1,2.5,1,0.46147529765977824,0,1,9.407871483576326,658.5,483.5,411,1278.5,239,723.5,432.5,302,603.7857142857143,8.935908707389773,310.34893858305395,6,1274,151,1272,1,0,1274,0,49,3,0,4,3,3,5,3,3,3,NA,NA,1,1,1,1,1,1,1,0.5,1,0,1
225,2,0,5,6,6,6,7,6,6,2,1394638011,1300830227,1264561073,1238020593,1179124791,NA,5,2,74,0,1,3,5,1,2.5,4,0.12111673737511972,0,3,3.6777115808133396,658.5,1211,1255,1278.5,1400,1339,1208.5,843,1192.9285714285713,10.585787856247627,644.3111898932718,5,225,152,225,1,1,225,0,3,5,0,4,5,5,5,6,5,5,5,6,1,1,1,1,1,1,1,0.5,1,1,0
508,1,0,4,5,5,5,5,3,4,1,1398419871,NA,NA,NA,NA,NA,5,2,68,0,1,6,4,1,2,5,0.04091966607362801,0,6,2.971119242595839,438.5,838,835,836,475,328,432.5,302,597.5714285714286,9.982160673077795,577.0237256887044,5,508,152,508,0,0,508,0,0,3,0,3,4,4,4,4,2,3,2,4,0,0,0,0,0,0,0,0.5,0,0,1
227,1,0,4,3,4,4,4,3,3,2,1394655869,NA,NA,NA,NA,NA,3,3,29,0,1,NA,2,1.3333333333333333,2,3,0.1929656493773094,1,6.0595419847328245,2.739421789737068,438.5,238.5,411,372,239,328,184,843,315.85714285714283,14.7405579677426,420.72849826170165,3,227,153,227,0,1,227,0,0,4,0,3,2,3,3,3,2,2,NA,NA,1,1,0.5,0,0,0,1,0.5,0.5,0,1
331,1,0,2,2,4,6,7,4,2,2,1396020769,NA,NA,NA,NA,NA,3,3,35,0,1,4,4,1,2,4,0.4625701382236211,0,4,22.24250857292568,155.5,120.5,411,1278.5,1400,723.5,94.5,843,597.6428571428571,6.916934275055717,412.9101186440306,3,331,153,331,1,0,331,0,0,5,0,1,1,3,5,6,3,1,NA,NA,0,0,0.5,1,1,1,0,0.5,0.5,1,0
228,1,0,1,1,1,2,2,1,1,4,1394656617,NA,NA,NA,NA,NA,3,3,43,1,1,11,2,2,3,3,0.22690570685643904,0,11,9.943734775598381,41,31,22,65,65.5,31,29.5,1263,40.714285714285715,8.675543061580742,605.1088892271848,3,228,154,228,0,1,228,0,49,3,0,0,0,0,1,1,0,0,NA,NA,0,0,0,0,0,0,0,0.5,1,0,1
1367,2,0,5,6,6,5,5,5,5,1,1408148721,NA,1264659907,NA,1179791181,NA,3,3,39,1,1,8,3,2,3.5,4,0.4386205008895579,0,8,3.7495635803025027,658.5,1211,1255,836,475,1125.5,821,302,911.7142857142857,2.954412368763419,620.3219454152717,3,1367,154,1365,1,0,1367,0,2,4,0,4,5,5,4,4,4,4,NA,NA,1,1,1,1,1,1,1,0.5,0,1,0
230,2,0,3,3,4,5,7,4,5,1,1394659301,1297741663,1264578161,1236764873,1178420541,NA,5,2,63,0,1,13,5,2,2,2,0.545093745723279,0,13,6.60628990518139,272,238.5,411,836,1400,723.5,821,302,671.7142857142857,10.945253032974989,676.0486400070514,5,230,155,230,1,1,230,0,1,4,0,2,2,3,4,6,3,4,3,6,0,0,1,1,1,1,1,0.5,0.5,0.5,0.5
329,1,0,5,4,2,4,6,3,4,1,1394907313,NA,NA,NA,NA,NA,4,2,57,0,1,10,6,1.6666666666666667,3,3,0.27015190912823317,0,10,13.38849015312805,658.5,483.5,77.5,372,953.5,328,432.5,302,472.2142857142857,6.695333109039135,709.7334025368775,4,329,155,329,0,0,329,0,1,4,0,4,3,1,3,5,2,3,2,5,1,1,0,0,0,0,0,0.5,0.5,0.5,0.5
231,1,0,1,1,1,1,1,1,1,1,1394656021,NA,NA,NA,NA,NA,6,3,41,1,1,4,2,2,3,2,0.12111673737511972,0,4,12.30180202740861,41,31,22,19.5,25,31,29.5,302,28.428571428571427,5.883878020078838,522.5632962638408,6,231,156,231,0,1,231,0,50,3,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0.5,1,0,1
643,2,0,6,6,6,6,6,6,6,1,1399504783,NA,NA,NA,NA,NA,6,3,40,1,1,7,4,1,3.5,4,0.5344190502258107,0,7,2.140433548048363,984.5,1211,1255,1278.5,953.5,1339,1208.5,302,1175.7142857142858,6.807111105215121,517.3755311479649,6,643,156,642,1,0,643,0,2,5,0,5,5,5,5,5,5,5,NA,NA,1,1,1,1,1,1,1,0.5,0,1,0
232,2,1,6,5,5,5,6,4,6,6,1394658889,NA,NA,1238769715,1178435489,NA,2,3,84,0,1,7,6,3,4,4,0.3823730669221294,0,7,1.6946813659495992,984.5,838,835,836,953.5,723.5,1208.5,1403,911.2857142857143,8.405770234015135,1028.2188470038795,2,232,157,232,0,1,232,1,6,1,1,5,4,4,4,5,3,5,NA,NA,1,0,0,0.5,0.5,0.5,0.5,0.5,1,0,1
1318,2,1,5,6,6,5,6,4,6,3,1399444331,1297870885,1266463429,NA,NA,NA,3,3,79,0,1,7,4,2.3333333333333335,5,4,0.9199397837689887,0,7,4.6092517321477144,658.5,1211,1255,836,953.5,723.5,1208.5,1140.5,978,7.602905207580871,955.2041046767106,3,1318,157,1316,1,0,1318,1,2,2,1,4,5,5,4,5,3,5,NA,NA,0,1,1,0.5,0.5,0.5,0.5,0.5,0,1,0
